company_name,channel,submission_time,attachments,previous_interactions,day_of_week,subscription_tier,contract_value,account_age_months,open_tickets,account_manager,subscribed_modules,avg_resolution_customer,avg_resolution_tier,issue_type,product_area,linked_ticket_count,is_vip,self_declared_p1,is_urgent,resolution_time
InsightlySoft,web_form,2025-07-03 2:01:37,2,4,5,Basic,1819.34,38,3,AM_10,Billing,28.81738923,25.31857711,Feature Request,Analytics,0,0,0,0,21.5
GlobalFinance Corp,chat,2025-06-30 21:01:37,3,2,2,Enterprise,1103.55,16,4,AM_0,Integration,53.72800036,20.12616521,Feature Request,Analytics,1,0,0,1,55.8
InsightlySoft,email,2025-07-05 10:01:37,1,1,7,Enterprise,1633.05,19,0,AM_18,"Billing,Integration",45.32060319,43.8324386,How-To,Collaboration,0,0,0,1,68.3
GlobalFinance Corp,email,2025-07-10 13:01:37,0,1,5,Basic,3958.4,11,0,AM_13,"Integration,Security,Collaboration",52.70475093,39.51106608,Other,Billing,0,0,0,0,49.1
InsightlySoft,chat,2025-07-09 6:01:37,0,3,4,Pro,1607.09,12,1,AM_17,"Collaboration,Security,Analytics",52.95883329,38.80784289,Feature Request,Collaboration,0,0,0,0,58.3
InsightlySoft,chat,2025-07-14 5:01:37,1,1,2,Basic,2120.29,36,1,AM_11,Analytics,40.03475527,20.22575001,Performance,Billing,0,0,0,0,41.7
GlobalFinance Corp,web_form,2025-06-25 17:01:37,0,4,4,Basic,1945.89,13,0,AM_9,Integration,31.26591263,34.12286383,Feature Request,Security,0,0,0,0,30
GlobalFinance Corp,email,2025-06-26 9:01:37,1,3,5,Enterprise,2430.6,2,0,AM_17,"Security,Collaboration",51.28506982,38.00206747,How-To,Analytics,1,0,0,1,72.9
InsightlySoft,web_form,2025-07-10 16:01:37,0,5,5,Basic,1032.51,51,0,AM_2,"Analytics,Collaboration",44.0448362,25.06292237,Other,Security,0,0,0,0,32.4
GlobalFinance Corp,chat,2025-07-09 18:01:37,1,1,4,Basic,2138.23,11,0,AM_3,Analytics,54.85068237,24.26855406,How-To,Analytics,0,0,0,0,64.3
GlobalFinance Corp,chat,2025-07-02 13:01:37,2,5,4,Basic,434.53,1,1,AM_8,Integration,46.30429507,30.69181635,Performance,Integration,0,1,0,1,49.4
GlobalFinance Corp,web_form,2025-06-15 3:01:37,1,3,1,Enterprise,4057.24,41,0,AM_11,"Billing,Collaboration,Integration",55.33002868,29.26079199,Feature Request,Analytics,1,0,0,1,53.8
GlobalFinance Corp,chat,2025-07-14 17:01:37,2,5,2,Pro,352.72,10,2,AM_8,Billing,51.32059958,41.11896352,Performance,Analytics,0,0,0,0,44.4
GlobalFinance Corp,email,2025-06-20 22:01:37,1,2,6,Pro,4610.78,3,3,AM_8,"Integration,Billing",33.82163097,31.89212389,Feature Request,Analytics,0,1,0,1,43.5
InsightlySoft,web_form,2025-07-04 8:01:37,1,6,6,Pro,5238.19,8,0,AM_15,Integration,48.09190789,27.83284292,Feature Request,Billing,0,0,0,0,35.5
InsightlySoft,email,2025-06-17 14:01:37,2,2,3,Basic,57.74,16,2,AM_4,"Analytics,Integration,Security",47.99777249,52.99373812,Bug,Integration,1,0,0,0,58.8
GlobalFinance Corp,email,2025-07-08 13:01:37,0,3,3,Enterprise,5330.72,36,2,AM_4,"Analytics,Billing,Security",44.73674241,40.67563857,How-To,Billing,0,0,0,1,62.5
InsightlySoft,email,2025-06-28 7:01:37,1,2,7,Basic,3133.81,43,1,AM_13,"Integration,Billing,Security",53.53868302,39.35396121,Bug,Collaboration,1,0,0,0,61.2
InsightlySoft,web_form,2025-07-12 22:01:37,2,5,7,Basic,305.8,40,0,AM_19,"Collaboration,Analytics,Security",39.20691344,28.23910409,Performance,Collaboration,0,0,0,0,50.4
GlobalFinance Corp,chat,2025-06-15 16:01:37,1,2,1,Enterprise,18526.7,39,1,AM_13,"Billing,Integration,Collaboration",63.40857023,27.40242654,Performance,Integration,0,0,0,1,55.5
InsightlySoft,email,2025-06-18 22:01:37,1,3,4,Enterprise,2867.18,20,1,AM_14,"Security,Integration",34.22183447,33.44945903,Other,Collaboration,1,0,0,1,43
GlobalFinance Corp,email,2025-07-12 22:01:37,0,4,7,Basic,1536.77,47,0,AM_15,"Collaboration,Security,Billing",33.94504646,46.5008093,Feature Request,Security,0,0,0,0,30.8
GlobalFinance Corp,email,2025-07-11 12:01:37,0,5,6,Pro,6494.07,55,1,AM_6,"Integration,Security",53.86636068,26.85112068,Bug,Billing,0,0,0,0,58.7
InsightlySoft,chat,2025-07-05 8:01:37,0,1,7,Enterprise,127.54,8,1,AM_10,"Analytics,Billing",69.50705196,20.56349826,Other,Analytics,0,0,0,1,87.9
GlobalFinance Corp,chat,2025-07-08 0:01:37,3,4,3,Enterprise,3790.56,10,0,AM_3,"Collaboration,Billing,Security",41.77340737,22.81685347,Bug,Security,0,0,0,1,45.6
GlobalFinance Corp,web_form,2025-07-04 5:01:37,1,3,6,Enterprise,465.49,51,1,AM_4,"Security,Billing,Integration",52.57644724,21.08043901,Performance,Analytics,0,0,0,1,50.6
GlobalFinance Corp,chat,2025-07-09 6:01:37,1,7,4,Basic,2412.24,37,0,AM_13,"Billing,Analytics",58.84512547,30.25337359,Other,Collaboration,0,0,0,0,50.6
GlobalFinance Corp,web_form,2025-06-26 2:01:37,1,3,5,Enterprise,302.58,32,1,AM_8,"Security,Integration",45.75547796,45.65186257,How-To,Billing,0,0,0,1,65.5
GlobalFinance Corp,web_form,2025-06-25 0:01:37,3,4,4,Basic,3410.3,27,0,AM_8,"Collaboration,Integration,Security",42.76555359,20.39743578,Other,Collaboration,0,0,0,0,38.7
InsightlySoft,web_form,2025-06-17 10:01:37,0,3,3,Basic,1876.06,31,1,AM_10,"Billing,Security",60.87759547,35.26176611,Feature Request,Billing,0,0,0,0,67
InsightlySoft,web_form,2025-07-10 5:01:37,1,6,5,Basic,20.17,3,0,AM_18,Security,51.38995353,30.55321198,Performance,Analytics,0,0,0,0,32.9
GlobalFinance Corp,web_form,2025-06-15 8:01:37,0,3,1,Basic,222.23,39,1,AM_18,Collaboration,53.51754839,34.48358673,How-To,Analytics,0,0,0,0,50.9
GlobalFinance Corp,email,2025-07-13 7:01:37,2,1,1,Pro,3642.46,6,1,AM_11,"Integration,Billing",35.38521525,30.99046334,Performance,Analytics,0,0,0,0,40.4
InsightlySoft,chat,2025-06-25 7:01:37,0,2,4,Basic,1529.77,17,3,AM_14,"Billing,Integration",52.43445404,18.38272137,Feature Request,Integration,0,0,0,0,53.9
GlobalFinance Corp,email,2025-07-03 7:01:37,1,3,5,Basic,3345.62,10,0,AM_1,"Security,Integration",57.5746186,32.0007482,Performance,Collaboration,0,0,0,0,62.3
InsightlySoft,web_form,2025-07-06 23:01:37,4,1,1,Basic,1482.12,21,2,AM_11,Integration,52.87969456,43.48681319,How-To,Integration,1,0,0,0,47.1
GlobalFinance Corp,chat,2025-07-04 15:01:37,0,4,6,Enterprise,1346.78,29,0,AM_2,"Security,Integration",53.2778483,37.42201921,Other,Security,0,0,0,1,65.5
GlobalFinance Corp,email,2025-07-03 18:01:37,0,2,5,Basic,5791.29,29,0,AM_14,"Integration,Collaboration,Security",64.20993736,33.74262423,Other,Integration,0,0,0,0,59
GlobalFinance Corp,email,2025-06-23 0:01:37,0,2,2,Basic,5789.09,20,2,AM_13,Integration,53.63803601,41.78663309,Other,Analytics,0,0,0,0,35.2
GlobalFinance Corp,web_form,2025-06-16 12:01:37,0,4,2,Pro,7569.05,15,1,AM_18,"Security,Billing",59.8934738,34.26741708,How-To,Billing,0,0,0,1,72.5
GlobalFinance Corp,email,2025-06-22 5:01:37,1,2,1,Enterprise,5195.18,2,1,AM_2,Integration,55.96335688,30.06850611,Other,Collaboration,0,0,0,1,54.9
GlobalFinance Corp,email,2025-07-11 3:01:37,1,2,6,Pro,408.94,33,2,AM_14,Integration,42.40152686,29.41403735,Bug,Collaboration,2,0,0,0,46.8
GlobalFinance Corp,email,2025-06-22 11:01:37,2,3,1,Enterprise,206.42,12,1,AM_10,Security,50.57253031,33.93244734,Bug,Collaboration,0,1,0,1,57.8
InsightlySoft,email,2025-07-06 0:01:37,2,1,1,Basic,180.58,13,2,AM_8,"Security,Integration,Analytics",53.79398956,47.28430321,Other,Security,0,0,0,0,57.7
InsightlySoft,email,2025-07-12 20:01:37,1,0,7,Basic,11767.17,44,2,AM_6,"Billing,Analytics,Security",25.13615261,27.53638732,Feature Request,Collaboration,0,0,0,1,42.7
InsightlySoft,web_form,2025-06-25 7:01:37,2,7,4,Enterprise,2086.36,44,0,AM_6,"Collaboration,Billing,Security",49.88552811,27.69629626,How-To,Security,0,0,0,1,60.3
GlobalFinance Corp,web_form,2025-06-22 6:01:37,1,4,1,Pro,367.08,39,0,AM_6,Collaboration,60.09656898,43.31028172,Feature Request,Analytics,0,0,0,0,66.9
GlobalFinance Corp,email,2025-07-13 16:01:37,4,5,1,Basic,2357.73,39,0,AM_16,"Collaboration,Billing",38.79088011,37.43355671,Performance,Billing,1,0,0,0,29.4
GlobalFinance Corp,web_form,2025-07-03 16:01:37,2,3,5,Basic,3716.69,38,0,AM_3,Integration,37.0337599,47.84485632,Feature Request,Analytics,1,0,1,1,60.7
GlobalFinance Corp,web_form,2025-07-07 11:01:37,0,3,2,Enterprise,297.77,45,1,AM_3,"Analytics,Collaboration",51.42340901,47.71160379,Feature Request,Integration,0,0,1,1,60.5
GlobalFinance Corp,chat,2025-06-23 6:01:37,3,0,2,Enterprise,1275.8,21,0,AM_6,"Analytics,Security",36.53311704,42.68666799,Feature Request,Collaboration,0,0,1,1,52.4
GlobalFinance Corp,email,2025-07-01 19:01:37,3,1,3,Basic,624.11,41,3,AM_1,"Collaboration,Billing,Analytics",59.33569945,42.34354393,Other,Integration,0,0,1,1,82.3
GlobalFinance Corp,web_form,2025-07-01 8:01:37,1,1,3,Basic,11118.81,16,0,AM_4,"Analytics,Security",42.84849981,36.65132609,Performance,Security,0,0,0,1,49
InsightlySoft,web_form,2025-06-20 15:01:37,1,6,6,Enterprise,1149.18,34,2,AM_9,"Security,Billing",54.78020191,21.46311682,Performance,Analytics,0,0,1,1,69.3
GlobalFinance Corp,email,2025-07-09 3:01:37,0,4,4,Basic,3518.44,27,1,AM_17,"Billing,Integration,Security",38.87861134,29.01247617,Other,Collaboration,1,0,1,1,51.3
InsightlySoft,chat,2025-07-12 11:01:37,0,2,7,Basic,7519.02,43,0,AM_13,"Analytics,Security",68.19194131,29.83522577,Bug,Security,0,0,0,1,86.5
InsightlySoft,email,2025-06-22 3:01:37,0,3,1,Basic,5967.44,3,2,AM_2,"Analytics,Security,Billing",70.08224834,44.52527478,Bug,Analytics,0,1,0,1,79.9
GlobalFinance Corp,chat,2025-06-20 8:01:37,0,4,6,Basic,1502.5,9,2,AM_2,Billing,59.27389152,50.08248036,Performance,Analytics,1,1,0,1,71.1
GlobalFinance Corp,email,2025-06-22 15:01:37,2,4,1,Enterprise,1117.16,44,0,AM_18,"Security,Analytics",41.17185782,36.05919857,How-To,Security,1,0,0,1,60
InsightlySoft,email,2025-07-08 6:01:37,1,1,3,Pro,4970.34,34,3,AM_12,"Security,Integration,Collaboration",47.30213474,37.91706561,Other,Billing,0,0,0,0,47
InsightlySoft,email,2025-06-16 22:01:37,1,3,2,Basic,688.84,19,0,AM_6,Integration,28.22739778,31.16206228,Feature Request,Analytics,0,0,1,1,35.2
GlobalFinance Corp,email,2025-07-08 15:01:37,0,3,3,Basic,3790.33,38,1,AM_5,Billing,61.06184045,33.93064917,How-To,Collaboration,2,0,0,0,73.5
GlobalFinance Corp,chat,2025-06-24 13:01:37,1,6,3,Enterprise,5410.64,26,2,AM_19,"Collaboration,Billing,Analytics",49.17704599,32.53436114,Bug,Integration,0,0,0,1,55.8
InsightlySoft,chat,2025-06-19 19:01:37,0,1,5,Basic,5675.81,23,1,AM_12,"Analytics,Integration",47.10908488,49.9325831,Performance,Security,0,0,0,0,52.1
GlobalFinance Corp,web_form,2025-07-13 22:01:37,0,2,1,Pro,26.87,18,2,AM_4,"Analytics,Integration",38.97993906,48.56097788,Bug,Billing,0,1,0,1,42.9
GlobalFinance Corp,email,2025-07-03 13:01:37,0,3,5,Basic,2078.67,45,0,AM_5,"Integration,Collaboration",57.86117326,25.31275085,Performance,Analytics,0,0,0,0,52
GlobalFinance Corp,chat,2025-06-30 21:01:37,1,2,2,Basic,1327.59,46,3,AM_11,"Billing,Collaboration",53.38877671,36.96201669,Other,Integration,1,0,0,0,45.2
InsightlySoft,chat,2025-06-21 15:01:37,3,5,7,Pro,11569.75,40,1,AM_7,"Analytics,Security,Billing",48.45330501,33.8298893,Performance,Billing,0,0,1,1,68.6
InsightlySoft,chat,2025-06-28 1:01:37,0,3,7,Pro,2356.29,41,2,AM_17,Integration,52.30169251,6.293268707,How-To,Security,0,0,0,0,60
InsightlySoft,email,2025-07-02 0:01:37,1,1,4,Enterprise,1672.93,45,1,AM_14,"Billing,Analytics",67.31510502,46.49709979,How-To,Analytics,0,0,0,1,71.5
GlobalFinance Corp,web_form,2025-07-13 14:01:37,1,3,1,Basic,840.58,49,1,AM_7,"Integration,Billing,Analytics",38.90121673,55.78813849,How-To,Analytics,1,0,0,0,41.5
GlobalFinance Corp,chat,2025-06-25 7:01:37,2,2,4,Basic,5605.21,38,3,AM_12,"Billing,Analytics,Security",35.42056256,43.97839268,How-To,Security,0,0,0,0,41.6
InsightlySoft,email,2025-07-03 22:01:37,1,3,5,Basic,1154.21,52,1,AM_6,"Billing,Collaboration",40.19053715,33.0274405,Feature Request,Integration,1,0,1,1,55.9
InsightlySoft,chat,2025-06-22 12:01:37,0,2,1,Basic,5259.13,10,0,AM_15,"Integration,Security",60.01931329,46.2855747,Bug,Integration,0,0,0,0,46.5
InsightlySoft,chat,2025-07-10 13:01:37,0,4,5,Enterprise,6666,43,1,AM_19,Collaboration,50.79984324,39.78707238,Other,Collaboration,0,0,0,1,45.9
GlobalFinance Corp,web_form,2025-06-21 19:01:37,0,2,7,Basic,179.81,10,0,AM_4,"Billing,Integration,Collaboration",40.29307065,51.90349083,Other,Analytics,0,0,0,0,34.1
InsightlySoft,chat,2025-06-30 1:01:37,1,2,2,Basic,2139.97,21,5,AM_19,"Collaboration,Integration,Security",53.26833142,38.81866394,Other,Security,0,0,1,1,57.3
InsightlySoft,chat,2025-07-02 6:01:37,2,5,4,Pro,1636.12,38,0,AM_14,Security,43.03380533,35.9978394,Bug,Analytics,1,0,1,1,55.7
GlobalFinance Corp,email,2025-06-16 8:01:37,1,3,2,Basic,1498.21,38,3,AM_14,"Analytics,Collaboration",49.74423014,35.60349638,Performance,Collaboration,2,1,0,1,66.3
GlobalFinance Corp,email,2025-07-02 10:01:37,0,1,4,Enterprise,1393.1,47,0,AM_0,"Integration,Analytics",52.74146804,33.7591787,Other,Collaboration,0,1,0,1,65.9
GlobalFinance Corp,web_form,2025-06-30 1:01:37,2,4,2,Pro,2277.77,7,2,AM_3,"Collaboration,Security",41.91506529,40.44496031,Other,Billing,1,0,1,1,63.2
InsightlySoft,email,2025-07-09 8:01:37,0,3,4,Basic,418.48,57,2,AM_19,"Security,Collaboration",29.84080136,47.98046033,Feature Request,Analytics,0,1,0,1,36.8
GlobalFinance Corp,email,2025-07-08 6:01:37,1,3,3,Basic,6150.53,12,0,AM_3,Analytics,50.4159295,27.31013064,Other,Security,1,0,1,1,56.8
GlobalFinance Corp,web_form,2025-07-11 16:01:37,0,1,6,Pro,2449.22,52,0,AM_14,"Integration,Analytics,Collaboration",46.06199713,42.712265,Other,Billing,0,0,0,0,42.6
InsightlySoft,chat,2025-06-30 12:01:37,1,3,2,Enterprise,1279.04,41,1,AM_2,"Integration,Collaboration",41.80303075,60.46487893,Performance,Security,0,0,1,1,45.8
GlobalFinance Corp,web_form,2025-06-25 9:01:37,1,5,4,Enterprise,835.29,33,1,AM_5,Billing,50.46904465,28.12711182,Other,Collaboration,0,0,0,1,70
InsightlySoft,email,2025-07-11 0:01:37,1,2,6,Basic,2875.74,25,1,AM_13,Billing,54.22774173,43.46137273,Other,Integration,0,0,0,0,59.5
InsightlySoft,web_form,2025-06-20 15:01:37,1,0,6,Basic,4635.61,28,2,AM_1,"Analytics,Billing,Security",26.20499594,35.18985776,Bug,Integration,0,0,0,0,33.9
GlobalFinance Corp,chat,2025-06-25 19:01:37,1,3,4,Pro,1744.06,24,0,AM_15,Security,49.07124457,24.57803607,Feature Request,Security,0,0,1,1,61.4
GlobalFinance Corp,web_form,2025-06-15 2:01:37,1,4,1,Basic,12505.46,48,1,AM_2,"Billing,Security,Integration",46.82382287,22.20835421,Bug,Security,0,0,0,1,58
GlobalFinance Corp,email,2025-06-30 22:01:37,0,3,2,Basic,2300.82,31,1,AM_19,"Analytics,Collaboration",44.25852593,41.73525027,Other,Integration,0,0,0,0,43.8
GlobalFinance Corp,email,2025-06-30 6:01:37,0,3,2,Enterprise,11577.08,18,1,AM_5,"Analytics,Integration,Billing",54.51685151,25.83538898,Feature Request,Billing,1,0,0,1,72.9
GlobalFinance Corp,web_form,2025-07-05 1:01:37,0,5,7,Pro,9858.3,23,1,AM_2,"Collaboration,Analytics",29.31859952,42.82356062,Performance,Integration,0,0,0,1,38.1
GlobalFinance Corp,chat,2025-06-19 20:01:37,2,2,5,Pro,2746.96,7,0,AM_14,"Analytics,Security",18.58703794,36.80133173,Bug,Collaboration,1,1,0,1,37.6
InsightlySoft,web_form,2025-07-10 12:01:37,3,2,5,Basic,2612.06,50,1,AM_4,"Billing,Collaboration",31.86337685,51.23721237,Performance,Analytics,0,0,0,0,31.7
InsightlySoft,chat,2025-06-24 17:01:37,1,2,3,Basic,335.05,8,0,AM_0,Billing,55.09225586,28.71834022,Other,Security,0,0,0,0,57
GlobalFinance Corp,chat,2025-07-05 20:01:37,1,3,7,Pro,7947.06,54,2,AM_16,Billing,43.21022072,27.88709048,Other,Billing,0,0,0,1,66
InsightlySoft,web_form,2025-07-10 6:01:37,3,2,5,Pro,4876.85,15,1,AM_19,Billing,45.53915936,45.34774202,Feature Request,Collaboration,0,0,0,0,52.3
GlobalFinance Corp,chat,2025-07-07 21:01:37,1,4,2,Enterprise,2082.22,38,0,AM_11,"Integration,Security",65.04241228,33.7309392,Performance,Analytics,1,0,0,1,81.9
InsightlySoft,email,2025-06-19 15:01:37,0,3,5,Pro,1097.61,28,2,AM_19,Collaboration,52.33272804,43.2524242,Other,Billing,1,0,0,0,57.6
InsightlySoft,web_form,2025-06-15 10:01:37,1,1,1,Basic,5470.61,27,0,AM_9,"Integration,Collaboration",58.18915321,46.43500949,Performance,Security,0,0,0,0,48.1
InsightlySoft,chat,2025-06-30 19:01:37,1,3,2,Pro,1033.89,21,0,AM_1,Billing,47.329812,48.37344367,Performance,Billing,0,0,0,0,33.5
GlobalFinance Corp,email,2025-07-11 4:01:37,1,5,6,Basic,2341.73,44,3,AM_7,"Analytics,Collaboration",26.4415958,25.85390132,Feature Request,Collaboration,1,0,0,0,28.8
InsightlySoft,web_form,2025-06-27 2:01:37,0,5,6,Pro,665.03,27,0,AM_18,"Billing,Collaboration",45.75000045,33.48182779,Feature Request,Integration,1,0,0,0,58.3
GlobalFinance Corp,email,2025-06-19 5:01:37,1,3,5,Enterprise,4896.79,47,0,AM_15,"Billing,Integration,Collaboration",39.69827731,22.10496809,Other,Security,1,0,0,1,59
InsightlySoft,email,2025-06-29 14:01:37,2,4,1,Pro,4192.78,56,1,AM_18,"Billing,Analytics",39.94048351,46.32623394,Other,Analytics,0,0,0,0,30.2
InsightlySoft,email,2025-07-12 6:01:37,1,5,7,Basic,1034.98,47,0,AM_8,"Integration,Security,Collaboration",51.91304332,34.88654677,Performance,Security,1,0,0,0,61.7
InsightlySoft,chat,2025-06-24 16:01:37,1,3,3,Pro,374.5,42,0,AM_7,"Collaboration,Billing,Security",25.86202638,16.98070015,Bug,Collaboration,0,0,1,1,35.4
InsightlySoft,web_form,2025-07-04 8:01:37,1,3,6,Pro,584.65,41,1,AM_16,"Collaboration,Billing",41.02356945,45.34598521,Other,Analytics,0,0,0,0,37.7
InsightlySoft,web_form,2025-06-21 10:01:37,1,0,7,Pro,2874.11,14,2,AM_14,Integration,43.59012216,43.2140721,Performance,Collaboration,0,0,0,0,42.3
GlobalFinance Corp,chat,2025-07-09 21:01:37,3,4,4,Enterprise,487.7,21,1,AM_1,Collaboration,54.45142106,28.04880631,Performance,Security,0,1,0,1,51.8
GlobalFinance Corp,web_form,2025-06-22 1:01:37,1,3,1,Basic,1157.54,14,1,AM_3,"Collaboration,Billing,Security",68.80566277,34.47452694,How-To,Billing,0,0,1,1,84.5
InsightlySoft,email,2025-07-12 22:01:37,1,3,7,Basic,5482.76,49,0,AM_5,"Collaboration,Security",26.95641419,41.04059933,How-To,Collaboration,0,0,0,0,27.3
InsightlySoft,web_form,2025-06-23 13:01:37,1,1,2,Enterprise,255.93,43,1,AM_14,"Analytics,Billing",48.98520751,44.67943408,Bug,Integration,0,0,0,1,71.4
InsightlySoft,chat,2025-07-07 21:01:37,2,1,2,Pro,2610.95,6,1,AM_12,"Security,Billing",44.5599576,31.06190208,Feature Request,Integration,0,0,0,0,36.1
InsightlySoft,email,2025-06-29 10:01:37,2,3,1,Enterprise,1531.61,12,2,AM_2,"Security,Analytics,Integration",50.47739811,44.06493357,Bug,Security,0,0,0,1,61.9
GlobalFinance Corp,chat,2025-07-02 14:01:37,1,3,4,Basic,384.58,28,0,AM_19,"Billing,Analytics",74.13144561,34.10671875,Bug,Analytics,0,0,0,0,77.2
InsightlySoft,email,2025-07-02 20:01:37,3,1,4,Basic,2136.59,49,0,AM_15,Collaboration,33.95188004,39.26455595,Other,Billing,1,0,0,0,40.4
GlobalFinance Corp,email,2025-07-06 6:01:37,2,5,1,Basic,2181.01,29,2,AM_13,"Security,Integration,Analytics",41.9858325,38.51737369,Performance,Analytics,0,0,0,0,51.3
InsightlySoft,web_form,2025-06-16 6:01:37,2,3,2,Enterprise,1424.86,37,0,AM_3,"Analytics,Collaboration,Billing",60.75205556,21.45079732,Bug,Collaboration,0,0,0,1,59.7
GlobalFinance Corp,email,2025-06-22 22:01:37,2,2,1,Enterprise,170.73,38,2,AM_9,"Billing,Analytics,Security",52.43283839,30.29722079,Feature Request,Security,0,0,0,1,60.7
InsightlySoft,chat,2025-07-09 17:01:37,2,2,4,Basic,695.29,3,1,AM_3,Collaboration,55.96010941,26.27120092,Performance,Billing,0,0,0,0,54.4
InsightlySoft,web_form,2025-06-17 2:01:37,1,6,3,Basic,1556.17,33,1,AM_11,Collaboration,43.68939566,29.50602976,Other,Security,0,0,1,1,58.3
GlobalFinance Corp,chat,2025-06-17 2:01:37,0,3,3,Basic,973.97,50,1,AM_4,"Collaboration,Integration,Billing",57.6996311,38.49857447,How-To,Security,0,0,0,0,48.7
InsightlySoft,email,2025-07-06 22:01:37,1,1,1,Pro,524.95,46,2,AM_3,Collaboration,56.96130488,29.77066434,Bug,Security,0,0,0,0,70.8
InsightlySoft,chat,2025-07-14 5:01:37,1,3,2,Basic,2002.24,12,3,AM_8,Analytics,51.54480813,38.62769696,Performance,Analytics,0,0,0,0,41.2
InsightlySoft,chat,2025-06-19 15:01:37,0,0,5,Basic,1520.5,12,0,AM_19,Billing,67.78265322,27.13687126,How-To,Collaboration,0,1,0,1,90.4
GlobalFinance Corp,email,2025-07-06 10:01:37,0,3,1,Pro,3280.34,11,3,AM_0,"Collaboration,Security",50.71866517,33.3726134,Other,Collaboration,0,0,0,0,44.6
InsightlySoft,web_form,2025-06-20 8:01:37,3,3,6,Pro,2465.88,28,2,AM_15,"Integration,Analytics",52.25219642,47.85700809,Feature Request,Analytics,1,0,0,0,65.3
InsightlySoft,chat,2025-06-25 18:01:37,1,3,4,Basic,558.07,51,1,AM_7,"Integration,Analytics,Security",43.58864556,29.46727655,Other,Integration,1,0,0,0,43.2
GlobalFinance Corp,email,2025-06-26 2:01:37,2,1,5,Pro,3491,35,1,AM_12,"Collaboration,Analytics,Security",52.39879147,42.2046735,Feature Request,Billing,1,0,0,0,53.7
GlobalFinance Corp,web_form,2025-07-11 19:01:37,5,5,6,Basic,1878.6,34,1,AM_17,"Collaboration,Billing",50.91214573,24.27711757,Feature Request,Billing,0,0,1,1,63.8
GlobalFinance Corp,web_form,2025-06-20 4:01:37,0,10,6,Basic,361.28,22,0,AM_0,"Collaboration,Integration,Billing",54.70367055,42.66764664,Feature Request,Analytics,0,0,0,0,53
InsightlySoft,web_form,2025-07-09 8:01:37,1,0,4,Basic,55.87,39,0,AM_6,"Collaboration,Billing",51.73777071,28.94163883,Other,Security,0,0,1,1,45.7
InsightlySoft,chat,2025-07-12 23:01:37,0,3,7,Pro,2953.9,53,0,AM_13,"Integration,Billing",51.88087044,30.29726686,Bug,Security,0,0,0,0,58.1
InsightlySoft,chat,2025-06-23 2:01:37,0,5,2,Basic,2892.08,23,3,AM_7,"Analytics,Collaboration,Billing",43.8204795,44.33321811,How-To,Collaboration,0,0,0,0,48.2
GlobalFinance Corp,chat,2025-07-14 5:01:37,0,4,2,Basic,5152.24,12,0,AM_15,"Security,Billing",54.79264754,16.84651386,Performance,Analytics,0,0,0,0,40.2
InsightlySoft,web_form,2025-06-18 19:01:37,1,5,4,Basic,4311.92,19,1,AM_13,"Integration,Collaboration,Analytics",49.83517594,34.53123959,Bug,Integration,0,0,1,1,70.5
InsightlySoft,chat,2025-06-22 11:01:37,1,5,1,Enterprise,6299.02,31,3,AM_9,Collaboration,44.75102387,43.51680841,Bug,Integration,2,0,1,1,68.8
GlobalFinance Corp,email,2025-07-02 4:01:37,1,0,4,Basic,1037.71,59,4,AM_8,Security,40.16462366,21.36126868,Performance,Billing,1,0,0,0,41
GlobalFinance Corp,chat,2025-06-22 19:01:37,0,3,1,Pro,1599.08,53,1,AM_19,"Billing,Integration",56.37140758,34.74477463,Performance,Billing,1,0,0,0,49.9
GlobalFinance Corp,chat,2025-06-18 0:01:37,1,2,4,Basic,191.77,13,1,AM_6,"Billing,Security",56.3183989,26.19146728,How-To,Security,0,0,0,0,52.9
GlobalFinance Corp,web_form,2025-06-20 21:01:37,0,4,6,Enterprise,1589.76,19,0,AM_4,Analytics,46.84427736,30.44410309,Bug,Security,0,0,0,1,60.3
GlobalFinance Corp,chat,2025-07-09 23:01:37,1,1,4,Enterprise,744.48,36,2,AM_13,Collaboration,35.22383807,36.81528741,How-To,Analytics,0,0,0,1,49.3
InsightlySoft,email,2025-06-25 14:01:37,1,1,4,Enterprise,4909.15,22,1,AM_17,"Analytics,Integration",62.93030772,39.87914793,Bug,Security,0,1,0,1,66.6
GlobalFinance Corp,web_form,2025-06-23 17:01:37,0,0,2,Pro,3203.67,44,5,AM_18,Integration,61.24764782,39.77469831,Performance,Security,1,1,0,1,75.8
InsightlySoft,email,2025-07-01 22:01:37,2,4,3,Pro,4565.52,30,0,AM_7,"Integration,Billing",71.91134013,45.5535596,Feature Request,Collaboration,0,0,1,1,78.3
InsightlySoft,web_form,2025-07-01 5:01:37,0,4,3,Basic,2693.02,4,3,AM_9,Collaboration,29.23561226,34.08740394,How-To,Analytics,0,0,0,0,31.6
GlobalFinance Corp,web_form,2025-06-20 15:01:37,2,2,6,Basic,2733.44,13,1,AM_10,Analytics,45.23788633,31.08907832,How-To,Billing,1,0,0,0,57.3
GlobalFinance Corp,chat,2025-07-07 11:01:37,1,1,2,Basic,804.52,20,1,AM_4,"Integration,Billing",40.63495145,39.23963648,Feature Request,Analytics,0,0,0,0,27.6
GlobalFinance Corp,email,2025-06-23 8:01:37,1,1,2,Basic,3324.37,39,0,AM_14,"Analytics,Billing",30.14433645,44.75719894,Bug,Integration,0,0,1,1,50.1
