report_id,timestamp,neighborhood,issue_type,time_to_resolution,required_escalation,num_previous_reports,severity_score,is_weekend,weather_rain,response_team_rating,reporter_experience,issue_complexity,hour_of_day
RPT-1694,2023-12-15 12:41:04.215419,Old Town,noise,4.2,0,0,4.0,0,0,4.7,4.33,303,12
RPT-1695,2023-04-08 07:47:22.357082,Tech District,pothole,48.4,0,4,6.7,1,0,4.8,1.62,503,7
RPT-1696,2023-01-15 20:33:24.177751,Riverside,lighting,10.3,0,0,5.8,1,0,3.9,5.12,473,20
RPT-1697,2023-04-25 22:52:24.187007,Riverside,lighting,15.6,0,2,4.8,0,0,4.0,4.49,400,22
RPT-1698,2024-11-24 02:55:07.943146,Downtown,pothole,54.8,0,3,4.7,1,0,3.5,2.98,382,2
RPT-1699,2024-03-03 23:32:39.060689,Old Town,vandalism,32.8,0,1,8.4,1,1,2.5,2.82,672,23
RPT-1700,2024-05-31 22:32:27.574146,Downtown,vandalism,26.4,0,1,9.5,0,0,3.6,0.74,775,22
RPT-1701,2024-06-28 03:43:13.318750,Downtown,noise,3.7,1,12,6.8,0,0,4.9,0.4,651,3
RPT-1702,2023-08-16 19:30:16.719421,Tech District,pothole,47.6,0,7,6.0,0,0,4.6,3.45,440,19
RPT-1703,2023-12-28 17:15:38.255476,Tech District,noise,1.0,0,4,2.6,0,1,5.0,1.73,205,17
RPT-1704,2023-06-26 05:48:21.396502,Riverside,lighting,13.7,0,2,4.1,0,1,4.5,4.24,298,5
RPT-1705,2023-08-09 20:54:46.097698,Uptown,pothole,71.0,1,2,10.0,0,0,4.2,5.32,974,20
RPT-1706,2023-06-29 09:32:21.382259,Tech District,lighting,8.9,0,0,5.1,0,1,4.8,3.12,446,9
RPT-1707,2023-03-06 07:43:15.992549,Downtown,lighting,10.8,0,2,5.4,0,0,3.8,1.97,372,7
RPT-1708,2024-11-03 03:15:36.103626,Old Town,noise,10.4,0,0,4.0,1,0,3.9,0.0,386,3
RPT-1709,2023-11-01 11:03:17.717187,Old Town,noise,5.5,0,11,6.7,0,0,4.6,0.89,523,11
RPT-1710,2024-06-18 03:40:26.746972,Downtown,vandalism,24.9,0,3,10.0,0,0,4.1,1.32,837,3
RPT-1711,2024-06-24 05:51:58.777161,Tech District,vandalism,38.0,1,2,10.0,0,0,3.3,3.62,1000,5
RPT-1712,2023-05-20 10:56:20.101820,Tech District,pothole,46.8,0,1,8.2,1,1,3.0,1.99,615,10
RPT-1713,2023-05-28 10:38:40.518028,Uptown,pothole,70.8,1,2,10.0,1,1,2.9,3.54,1000,10
RPT-1714,2024-02-09 10:19:01.877398,Old Town,noise,11.1,1,1,4.8,0,0,4.4,1.9,517,10
RPT-1715,2024-12-10 19:11:35.418844,Riverside,vandalism,38.2,1,3,9.4,0,0,4.1,0.06,888,19
RPT-1716,2023-05-11 09:45:23.155702,Uptown,vandalism,21.7,0,2,8.1,0,1,4.4,5.71,689,9
RPT-1717,2024-03-02 03:25:10.071089,Uptown,vandalism,39.7,1,2,10.0,1,0,3.9,0.01,954,3
RPT-1718,2024-11-04 23:13:34.662117,Old Town,noise,11.5,1,4,5.7,0,0,4.1,1.04,670,23
RPT-1719,2024-05-30 15:48:23.426540,Riverside,noise,5.8,0,1,1.7,0,0,3.9,4.95,98,15
RPT-1720,2024-04-12 17:30:11.690371,Old Town,lighting,17.7,0,0,2.8,0,0,3.7,2.48,148,17
RPT-1721,2024-10-12 06:05:23.673524,Riverside,noise,4.3,0,2,5.0,1,0,4.3,3.35,351,6
RPT-1722,2023-02-16 13:17:51.042932,Tech District,lighting,11.8,0,2,6.7,0,0,4.6,0.0,509,13
RPT-1723,2023-01-24 20:03:48.663250,Uptown,lighting,17.2,1,0,8.8,0,0,3.4,0.99,855,20
RPT-1724,2024-02-06 16:23:34.843346,Downtown,pothole,71.1,1,4,8.5,0,1,3.2,4.54,827,16
RPT-1725,2023-09-13 15:25:37.079573,Riverside,noise,6.3,0,1,3.5,0,1,5.0,2.45,169,15
RPT-1726,2024-09-09 19:50:19.535958,Tech District,noise,1.0,0,7,4.1,0,0,2.9,1.19,237,19
RPT-1727,2023-02-15 16:55:43.195938,Tech District,noise,6.7,1,2,5.0,0,0,3.5,2.53,583,16
RPT-1728,2024-04-29 10:39:46.674390,Old Town,vandalism,28.7,1,3,8.1,0,0,4.4,1.56,842,10
RPT-1729,2024-01-05 04:31:05.555567,Uptown,lighting,22.3,1,0,7.6,0,0,4.1,8.14,695,4
RPT-1730,2024-11-15 02:33:48.481864,Riverside,lighting,13.8,0,1,4.2,0,0,3.5,6.37,378,2
RPT-1731,2024-01-04 20:57:05.818754,Riverside,noise,7.6,1,11,4.4,0,0,3.8,2.29,487,20
RPT-1732,2024-09-06 19:59:56.794397,Downtown,lighting,18.5,0,0,3.3,0,0,4.3,3.3,193,19
RPT-1733,2023-09-28 17:44:38.392029,Old Town,lighting,14.4,0,2,5.1,0,0,3.6,1.28,329,17
RPT-1734,2023-09-13 00:14:37.333440,Uptown,pothole,48.9,0,2,4.1,0,0,3.0,5.3,317,0
RPT-1735,2023-05-02 13:19:21.521615,Tech District,pothole,75.4,1,1,6.9,0,0,4.2,1.58,784,13
RPT-1736,2023-08-18 20:13:03.015888,Uptown,vandalism,22.9,0,3,5.0,0,0,4.2,0.62,446,20
RPT-1737,2024-09-08 15:11:08.326735,Tech District,vandalism,35.7,1,4,7.8,1,0,3.2,0.37,863,15
RPT-1738,2024-03-13 06:43:40.650525,Old Town,pothole,49.3,0,3,6.5,0,0,3.6,1.09,499,6
RPT-1739,2023-02-23 15:08:52.939676,Riverside,lighting,8.6,0,4,5.5,0,1,3.1,2.12,445,15
RPT-1740,2023-08-08 23:57:25.474164,Uptown,pothole,53.1,0,3,4.3,0,0,3.4,2.59,342,23
RPT-1741,2024-09-04 20:09:06.965611,Downtown,noise,7.0,0,13,5.4,0,0,3.7,3.78,473,20
RPT-1742,2024-06-12 02:33:29.316226,Downtown,noise,5.3,0,1,3.1,0,0,4.5,2.41,117,2
RPT-1743,2023-03-13 19:09:36.058806,Old Town,noise,1.1,0,0,3.3,0,1,5.0,6.92,286,19
RPT-1744,2024-03-13 18:11:00.417756,Uptown,noise,5.2,0,3,4.1,0,0,3.6,2.23,307,18
RPT-1745,2024-12-01 23:03:08.263501,Riverside,vandalism,39.1,1,2,9.1,1,0,3.6,5.42,815,23
RPT-1746,2024-03-07 10:55:58.514128,Uptown,pothole,52.7,0,2,5.4,0,0,4.3,0.24,407,10
RPT-1747,2024-11-12 09:21:48.755461,Riverside,lighting,14.5,0,2,3.8,0,1,3.6,6.6,346,9
RPT-1748,2024-05-21 14:26:23.249522,Old Town,lighting,11.2,0,14,6.0,0,0,4.6,2.16,445,14
RPT-1749,2024-06-01 11:28:53.603336,Uptown,lighting,15.7,0,2,3.9,1,0,3.7,4.51,281,11
RPT-1750,2024-08-13 08:59:03.349933,Tech District,noise,2.4,0,2,3.1,0,0,4.0,1.71,264,8
RPT-1751,2024-05-12 21:19:15.494444,Riverside,lighting,16.9,0,5,5.0,1,1,4.3,3.88,354,21
RPT-1752,2023-02-28 05:25:26.361463,Tech District,vandalism,37.9,1,3,7.6,0,1,4.9,0.0,864,5
RPT-1753,2023-06-10 10:48:35.849967,Riverside,vandalism,25.9,0,2,7.7,1,0,4.7,2.87,543,10
RPT-1754,2023-03-10 22:38:19.837799,Old Town,lighting,12.2,0,3,6.6,0,1,3.7,4.49,529,22
RPT-1755,2023-12-13 23:52:07.336366,Tech District,pothole,50.1,0,2,6.4,0,1,4.3,0.57,511,23
RPT-1756,2024-05-28 03:25:18.764354,Riverside,noise,3.6,0,2,2.3,0,0,3.1,3.03,279,3
RPT-1757,2024-11-01 12:20:50.155640,Downtown,noise,10.6,1,3,5.0,0,0,1.3,5.37,677,12
RPT-1758,2024-04-26 06:34:03.125117,Tech District,vandalism,34.3,1,0,9.6,0,0,3.7,4.0,951,6
RPT-1759,2023-06-20 03:03:03.774624,Uptown,noise,2.3,0,2,4.6,0,1,4.0,3.23,390,3
RPT-1760,2024-11-15 15:58:20.697530,Old Town,vandalism,23.4,0,0,7.8,0,0,4.6,2.35,704,15
RPT-1761,2023-07-11 13:19:47.327291,Tech District,pothole,46.1,0,2,7.3,0,0,4.2,4.32,672,13
RPT-1762,2024-01-13 13:25:08.443587,Downtown,lighting,15.1,0,2,5.1,1,0,3.5,0.63,403,13
RPT-1763,2024-05-11 07:01:38.383246,Old Town,noise,5.5,0,2,6.6,1,0,4.1,3.66,575,7
RPT-1764,2024-03-15 15:34:40.925053,Old Town,lighting,9.6,0,1,5.6,0,0,3.6,4.73,455,15
RPT-1765,2024-02-01 12:28:30.732716,Uptown,vandalism,36.9,1,2,10.0,0,1,4.0,2.36,1000,12
RPT-1766,2024-04-01 12:07:44.678967,Old Town,pothole,48.2,0,2,8.0,0,0,3.7,6.14,712,12
RPT-1767,2024-08-29 15:22:41.775635,Riverside,noise,7.8,0,1,3.8,0,1,5.0,1.25,263,15
RPT-1768,2023-12-23 08:20:58.983279,Riverside,lighting,15.0,0,12,4.9,1,0,4.4,2.98,356,8
RPT-1769,2024-01-31 22:27:08.727456,Riverside,pothole,74.0,1,1,10.0,0,0,3.1,1.55,1000,22
RPT-1770,2023-12-10 23:45:50.099120,Tech District,pothole,72.5,1,2,9.1,1,0,3.0,8.65,862,23
RPT-1771,2024-09-25 12:38:44.110161,Tech District,pothole,48.1,0,2,6.8,0,1,4.6,3.11,487,12
RPT-1772,2024-09-27 19:59:32.532423,Old Town,lighting,10.3,0,2,3.9,0,0,3.2,2.66,315,19
RPT-1773,2024-09-23 00:08:10.692339,Downtown,lighting,6.8,0,1,7.6,0,0,4.6,2.2,570,0
RPT-1774,2024-07-19 12:01:04.536203,Riverside,lighting,11.7,0,0,5.9,0,0,3.7,2.85,371,12
RPT-1775,2024-01-30 20:28:22.549039,Riverside,noise,6.6,0,4,4.1,0,0,3.4,4.71,347,20
RPT-1776,2023-04-03 06:36:21.002688,Uptown,lighting,13.2,0,4,4.4,0,1,3.7,3.15,270,6
RPT-1777,2023-11-30 05:18:34.528492,Tech District,pothole,70.9,1,8,8.5,0,1,1.6,0.26,824,5
RPT-1778,2024-01-09 14:45:54.516098,Downtown,noise,5.3,0,15,4.5,0,0,5.0,2.62,331,14
RPT-1779,2024-12-30 01:00:30.291038,Tech District,lighting,11.2,0,11,5.5,0,0,3.4,3.04,366,1
RPT-1780,2023-12-25 09:51:53.687347,Downtown,noise,1.0,0,3,4.6,0,0,4.2,1.05,365,9
RPT-1781,2024-06-18 17:59:29.667740,Downtown,lighting,8.3,0,2,2.5,0,0,3.8,4.93,166,17
RPT-1782,2024-10-23 20:43:42.193588,Tech District,vandalism,18.3,0,1,8.4,0,1,3.6,6.95,594,20
RPT-1783,2023-03-20 08:04:58.702171,Downtown,pothole,80.5,1,1,8.1,0,1,3.0,1.43,878,8
RPT-1784,2023-12-19 11:18:46.591665,Uptown,lighting,7.8,0,4,5.5,0,0,4.6,7.2,433,11
RPT-1785,2024-03-05 13:50:56.062377,Uptown,pothole,49.8,0,3,3.6,0,0,2.2,3.59,294,13
RPT-1786,2023-01-11 12:32:15.261127,Tech District,vandalism,35.1,1,2,9.8,0,0,3.8,4.39,1000,12
RPT-1787,2023-04-28 04:56:42.824612,Uptown,lighting,5.5,0,3,3.1,0,0,4.5,3.58,281,4
RPT-1788,2023-11-22 04:20:04.627588,Old Town,vandalism,33.7,1,1,10.0,0,0,3.5,1.36,1000,4
RPT-1789,2023-07-11 19:47:43.297026,Riverside,noise,1.0,0,0,2.1,0,0,4.0,3.07,181,19
RPT-1790,2023-03-18 12:10:52.861357,Old Town,lighting,8.7,0,5,6.8,1,0,5.0,1.11,455,12
RPT-1791,2024-12-21 13:27:59.415880,Riverside,noise,8.4,1,8,4.3,1,1,4.2,3.37,522,13
RPT-1792,2023-09-04 21:30:52.605745,Old Town,noise,1.0,0,1,6.2,0,0,4.5,0.61,421,21
RPT-1793,2024-12-11 22:50:37.479120,Riverside,pothole,41.6,0,2,4.2,0,1,4.5,1.22,367,22
RPT-1794,2023-04-22 04:57:56.500839,Old Town,lighting,9.3,0,2,7.4,1,0,4.0,1.74,654,4
RPT-1795,2024-09-09 03:54:41.506023,Riverside,lighting,15.7,0,11,4.1,0,0,3.7,1.69,293,3
RPT-1796,2023-07-23 00:07:09.895928,Uptown,lighting,10.0,0,1,4.4,1,0,4.5,1.18,415,0
RPT-1797,2024-06-26 08:04:59.354452,Riverside,pothole,45.1,0,7,6.1,0,0,3.4,0.0,465,8
RPT-1798,2023-03-30 01:17:43.017743,Old Town,lighting,14.9,0,3,5.4,0,1,4.1,0.0,467,1
RPT-1799,2024-11-16 07:35:15.549012,Uptown,pothole,47.3,0,2,6.7,1,0,5.0,0.0,590,7
RPT-1800,2024-03-31 06:44:01.492183,Old Town,lighting,12.1,0,2,6.6,1,0,2.6,1.65,518,6
RPT-1801,2023-07-27 16:45:42.847444,Uptown,noise,1.7,0,3,4.2,0,0,4.6,2.76,340,16
RPT-1802,2024-12-15 23:12:10.180035,Riverside,lighting,7.0,0,2,3.4,1,1,4.7,0.8,334,23
RPT-1803,2023-04-03 22:41:57.625734,Old Town,noise,5.5,0,0,4.2,0,1,3.3,2.77,366,22
RPT-1804,2024-04-19 17:18:41.777900,Tech District,lighting,15.0,0,3,2.6,0,0,4.4,1.21,179,17
RPT-1805,2024-11-08 07:52:43.888326,Uptown,lighting,14.5,0,2,5.2,0,0,2.3,6.35,438,7
RPT-1806,2023-03-24 11:30:33.890218,Riverside,noise,11.2,1,3,3.6,0,0,3.5,0.0,512,11
RPT-1807,2024-10-09 19:30:43.738503,Downtown,noise,7.5,0,2,2.1,0,0,3.9,3.27,135,19
RPT-1808,2023-03-03 03:58:38.710859,Riverside,pothole,50.1,0,4,5.2,0,0,3.5,7.21,417,3
RPT-1809,2024-03-09 04:34:29.826882,Tech District,pothole,43.9,0,4,6.0,1,0,5.0,2.78,461,4
RPT-1810,2023-06-05 11:12:38.499008,Downtown,noise,4.0,1,1,6.2,0,0,3.7,0.6,718,11
RPT-1811,2023-01-04 22:30:07.981635,Old Town,noise,5.7,0,3,4.1,0,0,3.4,1.34,416,22
RPT-1812,2024-06-13 10:04:37.832659,Old Town,noise,5.5,0,0,6.6,0,0,4.5,2.21,554,10
RPT-1813,2023-07-15 18:57:46.100705,Riverside,lighting,12.9,0,0,6.4,1,0,3.2,3.61,450,18
RPT-1814,2023-09-22 13:28:50.317302,Tech District,pothole,71.1,1,9,9.0,0,0,2.3,5.29,886,13
RPT-1815,2023-08-16 15:18:51.890688,Riverside,noise,1.9,0,17,3.5,0,1,2.9,5.28,238,15
RPT-1816,2024-05-25 08:00:22.710738,Old Town,vandalism,35.8,1,2,10.0,1,0,3.6,6.91,1000,8
RPT-1817,2023-04-02 06:25:23.076952,Riverside,vandalism,36.9,1,4,9.5,1,0,3.6,5.14,884,6
RPT-1818,2023-08-04 05:09:24.482789,Downtown,noise,1.0,0,1,3.1,0,0,4.6,1.22,176,5
RPT-1819,2024-01-31 21:56:54.371921,Downtown,noise,5.2,0,2,4.9,0,0,4.8,4.66,440,21
RPT-1820,2024-02-11 15:03:09.454544,Downtown,lighting,11.2,0,1,8.1,1,0,5.0,4.13,535,15
RPT-1821,2024-05-28 12:39:10.307776,Riverside,noise,7.5,1,2,5.5,0,0,4.2,3.68,715,12
RPT-1822,2024-08-28 06:15:28.228974,Downtown,vandalism,24.2,0,4,9.5,0,0,5.0,4.21,714,6
RPT-1823,2024-05-23 23:26:58.318537,Uptown,noise,4.9,0,3,3.5,0,0,4.6,4.33,287,23
RPT-1824,2023-02-11 13:11:15.251591,Uptown,lighting,9.5,0,2,7.6,1,0,3.1,5.67,685,13
RPT-1825,2023-08-03 18:45:35.713067,Old Town,lighting,19.0,1,2,5.1,0,0,3.0,1.47,603,18
RPT-1826,2024-06-11 02:51:56.511270,Uptown,vandalism,35.6,1,3,10.0,0,0,3.8,3.49,1000,2
RPT-1827,2023-02-20 13:51:10.338784,Tech District,vandalism,23.6,0,2,8.3,0,0,3.6,1.82,675,13
RPT-1828,2023-04-20 13:43:07.018855,Uptown,lighting,8.6,0,2,5.5,0,0,3.3,3.71,396,13
RPT-1829,2024-03-11 16:36:09.142652,Uptown,pothole,51.2,0,1,4.9,0,0,4.5,0.0,369,16
RPT-1830,2023-07-02 07:15:00.643028,Old Town,noise,2.5,0,3,5.3,1,0,4.0,1.46,471,7
RPT-1831,2024-01-01 05:40:43.638449,Riverside,pothole,51.8,0,2,6.5,0,0,3.8,6.74,521,5
RPT-1832,2023-07-22 00:52:28.938588,Old Town,noise,2.6,0,1,2.3,1,0,5.0,1.86,186,0
RPT-1833,2024-09-17 04:54:21.090789,Old Town,noise,7.9,0,1,4.0,0,1,4.7,4.18,308,4
RPT-1834,2023-06-18 12:54:28.120079,Downtown,lighting,12.2,0,1,4.4,1,1,5.0,1.23,313,12
RPT-1835,2023-02-21 15:17:34.603102,Uptown,pothole,45.4,0,0,4.9,0,0,3.9,3.63,363,15
RPT-1836,2024-11-28 12:03:07.019923,Old Town,vandalism,22.7,0,0,9.0,0,1,4.1,1.16,724,12
RPT-1837,2023-06-23 03:36:42.648516,Tech District,pothole,43.3,0,3,4.1,0,0,3.0,6.16,297,3
RPT-1838,2023-12-14 18:01:10.619727,Downtown,lighting,15.4,0,3,4.8,0,1,3.9,0.36,400,18
RPT-1839,2024-06-19 12:52:10.529653,Riverside,lighting,11.2,0,1,7.4,0,0,4.9,4.93,576,12
RPT-1840,2023-07-23 04:14:15.220951,Downtown,noise,1.0,0,0,6.9,1,1,5.0,2.71,608,4
RPT-1841,2023-12-13 15:10:58.708966,Uptown,lighting,13.2,0,1,6.5,0,0,4.7,2.92,425,15
RPT-1842,2023-07-06 09:15:29.433075,Tech District,vandalism,30.6,1,1,7.6,0,1,2.3,5.05,744,9
RPT-1843,2023-01-30 13:01:31.530759,Riverside,vandalism,19.9,0,0,10.0,0,0,5.0,0.68,879,13
RPT-1844,2023-10-31 13:22:46.918177,Downtown,noise,3.8,0,0,4.2,0,0,5.0,0.0,310,13
RPT-1845,2023-12-31 03:46:39.170194,Downtown,noise,6.7,0,1,2.4,1,0,4.0,5.84,192,3
RPT-1846,2023-02-11 13:28:43.256378,Downtown,noise,3.6,0,3,1.0,1,0,4.4,4.93,43,13
RPT-1847,2023-03-16 01:05:44.931284,Tech District,pothole,45.4,0,1,5.3,0,0,5.0,5.09,422,1
RPT-1848,2023-05-08 22:03:31.191862,Uptown,vandalism,39.1,1,0,6.4,0,1,2.9,3.72,701,22
RPT-1849,2023-09-16 22:57:18.585462,Uptown,noise,2.2,0,2,5.0,1,0,3.8,3.74,424,22
RPT-1850,2023-12-25 13:07:02.650466,Tech District,noise,6.2,0,3,3.4,0,1,4.2,0.89,181,13
RPT-1851,2023-09-20 00:06:37.128563,Old Town,noise,8.3,0,2,2.5,0,1,3.9,5.83,238,0
RPT-1852,2023-09-18 00:46:01.655342,Tech District,noise,4.5,0,1,4.5,0,0,3.7,3.28,363,0
RPT-1853,2024-01-31 09:36:54.796000,Riverside,pothole,74.9,1,2,6.8,0,0,3.2,7.78,705,9
RPT-1854,2024-04-12 05:44:51.647868,Uptown,noise,7.3,1,3,5.3,0,1,3.5,4.82,664,5
RPT-1855,2023-01-10 12:39:08.815468,Downtown,pothole,50.7,0,13,4.4,0,0,4.8,5.9,336,12
RPT-1856,2023-02-20 00:28:35.039973,Uptown,pothole,47.3,0,3,8.2,0,0,3.5,0.73,638,0
RPT-1857,2024-07-26 08:01:50.859569,Tech District,pothole,70.2,1,1,9.4,0,0,4.4,0.0,1000,8
RPT-1858,2023-08-23 19:28:10.000207,Downtown,pothole,69.6,1,1,9.3,0,0,3.4,5.42,882,19
RPT-1859,2023-03-31 02:26:25.242371,Old Town,lighting,13.8,0,4,5.0,0,0,5.0,3.81,422,2
RPT-1860,2023-10-26 12:50:58.160369,Downtown,pothole,43.7,0,2,5.3,0,0,5.0,3.22,489,12
RPT-1861,2023-05-05 12:45:01.504625,Old Town,lighting,7.9,0,1,4.8,0,0,4.3,4.38,361,12
RPT-1862,2023-09-29 16:03:01.099421,Old Town,vandalism,24.4,0,2,7.9,0,0,3.9,6.62,646,16
RPT-1863,2023-01-03 03:41:41.586129,Tech District,vandalism,22.3,0,0,7.8,0,0,4.1,3.06,627,3
RPT-1864,2023-05-09 10:13:38.040208,Downtown,noise,3.7,0,1,5.9,0,1,5.0,0.92,404,10
RPT-1865,2023-12-29 21:54:21.887490,Riverside,vandalism,38.2,1,3,6.9,0,0,3.3,7.29,674,21
RPT-1866,2024-06-01 07:38:40.118196,Uptown,noise,1.0,0,3,1.8,1,1,5.0,6.57,131,7
RPT-1867,2024-01-11 02:16:53.616690,Old Town,lighting,5.1,0,1,4.6,0,0,4.0,5.24,431,2
RPT-1868,2023-12-09 23:59:54.291215,Tech District,pothole,71.5,1,4,9.6,1,0,3.3,0.33,1000,23
RPT-1869,2023-03-07 11:59:53.750109,Tech District,vandalism,25.0,0,2,8.7,0,1,5.0,2.95,624,11
RPT-1870,2024-06-05 21:54:57.752126,Tech District,vandalism,38.5,1,3,10.0,0,0,2.2,1.67,954,21
RPT-1871,2024-12-28 13:23:33.706396,Downtown,vandalism,38.4,1,1,10.0,1,0,2.4,3.66,959,13
RPT-1872,2023-10-27 22:18:35.415001,Downtown,noise,3.9,0,11,4.8,0,1,4.1,1.72,386,22
RPT-1873,2024-07-08 07:20:35.959073,Downtown,lighting,13.6,0,1,6.4,0,0,5.0,3.99,505,7
RPT-1874,2023-08-05 07:01:48.366077,Tech District,noise,6.8,1,1,6.8,1,0,4.0,1.28,673,7
RPT-1875,2023-10-21 20:32:56.649153,Downtown,noise,2.5,1,2,5.1,1,0,1.4,0.04,541,20
RPT-1876,2023-05-25 19:17:06.382897,Old Town,noise,5.4,0,1,3.5,0,1,4.6,4.06,185,19
RPT-1877,2024-09-06 05:31:17.647602,Uptown,vandalism,35.6,1,2,9.3,0,0,3.0,3.07,980,5
RPT-1878,2023-09-11 04:19:06.132500,Uptown,noise,7.7,0,1,3.5,0,0,3.8,0.51,337,4
RPT-1879,2024-06-15 10:19:44.179241,Old Town,noise,1.5,0,2,3.4,1,1,3.2,2.66,301,10
RPT-1880,2024-09-07 05:17:06.926098,Downtown,lighting,8.4,0,0,6.2,1,0,4.1,2.31,479,5
RPT-1881,2023-07-26 15:36:45.257025,Downtown,pothole,71.0,1,1,5.9,0,1,4.3,8.72,686,15
RPT-1882,2024-08-02 01:18:51.219045,Old Town,noise,1.6,0,2,2.4,0,0,4.8,0.0,147,1
RPT-1883,2023-01-17 17:50:14.840715,Uptown,noise,4.0,0,2,6.1,0,1,4.0,1.29,497,17
RPT-1884,2023-02-03 11:17:52.654903,Uptown,noise,13.0,1,2,6.6,0,1,4.3,5.36,724,11
RPT-1885,2024-05-31 21:17:18.435285,Riverside,lighting,10.9,0,2,6.2,0,0,4.3,0.46,585,21
RPT-1886,2023-08-02 17:45:13.887900,Riverside,noise,6.3,1,3,6.9,0,0,4.0,1.61,817,17
RPT-1887,2024-12-19 04:11:03.051542,Downtown,noise,1.0,0,13,4.2,0,1,3.6,6.38,343,4
RPT-1888,2023-01-07 19:12:56.029900,Tech District,lighting,3.9,0,1,5.5,1,0,3.9,4.61,495,19
RPT-1889,2023-11-11 12:48:08.009955,Tech District,pothole,48.8,0,1,6.0,1,0,3.6,4.16,503,12
RPT-1890,2023-02-28 00:55:33.681533,Downtown,vandalism,28.6,0,0,9.9,0,1,4.6,4.1,835,0
RPT-1891,2023-07-09 19:30:25.439875,Tech District,noise,2.0,0,1,3.2,1,0,3.8,1.19,166,19
RPT-1892,2023-05-05 16:56:14.652616,Uptown,vandalism,26.2,1,1,10.0,0,0,2.3,6.13,1000,16
RPT-1893,2023-11-15 19:52:35.081155,Uptown,pothole,46.8,0,3,5.5,0,1,4.7,1.57,435,19
RPT-1894,2024-07-05 11:48:29.075818,Tech District,noise,4.6,0,5,4.2,0,0,5.0,2.32,370,11
RPT-1895,2024-01-24 20:33:07.230800,Riverside,noise,7.3,1,4,5.8,0,0,2.4,7.29,640,20
RPT-1896,2023-11-26 19:37:42.139849,Downtown,pothole,48.5,0,1,8.7,1,1,4.4,0.0,681,19
RPT-1897,2023-07-03 03:58:27.269815,Uptown,vandalism,36.7,1,1,10.0,0,0,3.6,5.86,986,3
RPT-1898,2023-11-23 09:17:38.629114,Tech District,pothole,45.4,0,1,7.4,0,1,5.0,1.76,499,9
RPT-1899,2024-08-11 11:34:00.583445,Downtown,pothole,52.0,0,1,3.4,1,0,5.0,0.42,274,11
RPT-1900,2023-12-14 20:25:14.986853,Riverside,noise,7.7,0,1,4.6,0,1,3.6,3.38,328,20
RPT-1901,2023-06-29 04:22:08.442328,Downtown,pothole,48.6,0,5,7.2,0,0,4.2,5.18,694,4
RPT-1902,2023-03-03 01:15:15.672584,Downtown,noise,3.2,1,0,5.7,0,0,3.5,0.0,610,1
RPT-1903,2023-06-20 06:59:50.854476,Downtown,pothole,41.6,0,3,8.3,0,0,4.5,3.47,607,6
RPT-1904,2024-02-18 13:49:56.428099,Uptown,noise,2.5,0,0,2.9,1,0,3.9,1.48,193,13
RPT-1905,2024-01-14 22:08:15.074902,Old Town,vandalism,22.8,0,1,7.4,1,0,4.2,0.8,681,22
RPT-1906,2023-11-16 19:23:49.691979,Downtown,pothole,45.4,0,2,6.0,0,1,4.7,6.62,512,19
RPT-1907,2023-04-23 09:18:30.283418,Riverside,vandalism,39.3,1,0,9.2,1,0,5.0,0.46,1000,9
RPT-1908,2024-11-26 20:25:53.476687,Old Town,vandalism,35.7,1,5,10.0,0,0,4.2,0.0,964,20
RPT-1909,2023-07-22 05:43:18.447390,Tech District,lighting,9.2,0,1,5.6,1,0,4.8,3.48,414,5
RPT-1910,2024-12-19 21:55:43.356214,Uptown,pothole,49.1,0,0,6.2,0,0,4.3,2.83,503,21
RPT-1911,2024-01-24 22:32:35.446637,Uptown,noise,8.4,1,1,3.6,0,0,3.6,3.95,463,22
RPT-1912,2023-04-29 05:32:30.051571,Tech District,vandalism,35.7,1,4,8.3,1,0,3.1,1.15,776,5
RPT-1913,2024-07-30 09:45:32.359214,Tech District,vandalism,21.9,0,2,9.2,0,0,4.3,1.26,706,9
RPT-1914,2024-05-12 20:00:29.319038,Tech District,pothole,51.9,0,2,8.4,1,1,5.0,2.71,561,20
RPT-1915,2024-12-04 09:56:47.324306,Tech District,vandalism,31.8,1,1,9.4,0,0,3.5,5.92,937,9
RPT-1916,2024-02-11 04:46:10.113842,Riverside,lighting,15.2,0,1,7.1,1,0,5.0,3.57,469,4
RPT-1917,2024-12-06 16:39:48.334566,Riverside,lighting,13.4,0,1,6.6,0,0,4.1,6.49,570,16
RPT-1918,2024-04-14 02:35:18.121026,Old Town,lighting,19.7,1,15,8.6,1,0,2.9,2.55,835,2
RPT-1919,2023-02-19 04:33:05.695188,Downtown,pothole,53.4,0,12,8.1,1,0,4.6,2.24,666,4
RPT-1920,2023-02-27 08:37:39.064142,Downtown,lighting,12.9,0,5,6.1,0,0,3.6,0.0,412,8
RPT-1921,2023-12-08 10:52:14.682665,Old Town,vandalism,21.6,0,2,6.6,0,0,4.6,1.99,519,10
RPT-1922,2024-12-23 16:58:22.468489,Riverside,pothole,50.7,0,2,4.9,0,0,5.0,2.83,395,16
RPT-1923,2024-01-04 18:14:57.611582,Riverside,noise,9.8,0,2,5.2,0,1,4.0,3.59,499,18
RPT-1924,2023-06-30 00:43:51.885603,Downtown,noise,1.1,1,3,6.6,0,0,3.5,3.07,617,0
RPT-1925,2024-03-19 06:09:30.978227,Old Town,vandalism,32.5,1,2,9.7,0,0,4.3,2.5,957,6
