report_id,timestamp,neighborhood,issue_type,time_to_resolution,required_escalation,num_previous_reports,severity_score,is_weekend,weather_rain,response_team_rating,reporter_experience,issue_complexity,hour_of_day
RPT-1662,2024-01-13 18:31:54.191,Tech District,noise,3.6,0,2,3.1,1,0,3.6,6.22,259.0,18.0
RPT-1663,2023-12-17 08:21:26.899,Tech District,lighting,13.9,0,0,3.5,1,1,2.9,2.99,247.0,8.0
RPT-1664,2024-04-12 21:00:12.562,Riverside,noise,4.2,0,3,2.5,0,1,3.1,0.1,219.0,21.0
RPT-1665,2024-05-16 03:54:26.486,Downtown,pothole,46.7,0,15,4.8,0,0,4.0,1.21,399.0,3.0
RPT-1666,2023-06-06 23:01:12.382,Riverside,noise,11.5,1,2,3.2,0,0,4.4,2.25,523.0,23.0
RPT-1667,2024-07-06 03:52:18.147,Tech District,pothole,75.9,1,3,10.0,1,1,3.7,4.17,1000.0,3.0
RPT-1668,2023-02-25 04:54:10.898,Tech District,lighting,19.3,1,1,6.2,1,0,2.5,2.71,750.0,4.0
RPT-1669,2023-11-03 21:04:13.490,Riverside,pothole,65.4,1,3,8.0,0,0,4.5,4.97,769.0,21.0
RPT-1670,2024-10-21 07:12:02.741,Uptown,pothole,49.8,0,0,6.7,0,1,5.0,5.4,473.0,7.0
RPT-1671,2023-05-23 16:31:51.277,Old Town,lighting,20.4,1,2,7.4,0,0,4.5,4.58,840.0,16.0
RPT-1672,2024-01-28 19:18:03.571,Tech District,lighting,13.0,0,19,2.9,1,0,4.6,2.74,272.0,19.0
RPT-1673,2023-02-26 14:31:33.767,Riverside,pothole,46.8,0,2,5.6,1,1,5.0,2.41,520.0,14.0
RPT-1674,2024-06-26 03:48:56.255,Tech District,lighting,16.6,0,2,4.9,0,0,4.6,0.0,366.0,3.0
RPT-1675,2023-03-10 09:59:12.120,Uptown,lighting,15.4,0,2,5.4,0,0,4.1,4.13,513.0,9.0
RPT-1676,2024-06-23 16:44:54.378,Riverside,noise,4.3,0,3,4.1,1,1,4.1,4.13,295.0,16.0
RPT-1677,2023-11-22 22:02:24.729,Old Town,noise,4.9,0,0,4.5,0,0,5.0,0.0,362.0,22.0
RPT-1678,2023-02-01 18:26:41.982,Uptown,lighting,9.9,0,1,5.8,0,0,3.4,1.34,531.0,18.0
RPT-1679,2023-07-06 09:27:25.933,Uptown,pothole,51.9,0,16,8.4,0,0,4.8,3.02,660.0,9.0
RPT-1680,2023-01-17 09:18:46.475,Uptown,pothole,72.2,1,6,7.2,0,0,2.2,2.58,652.0,9.0
RPT-1681,2024-06-22 14:15:30.982,Riverside,vandalism,31.0,1,2,10.0,1,0,3.5,0.53,1000.0,14.0
RPT-1682,2023-12-26 18:55:23.142,Old Town,vandalism,38.2,1,4,10.0,0,0,3.3,0.0,1000.0,18.0
RPT-1683,2023-01-11 20:58:06.684,Uptown,noise,11.2,0,2,3.7,0,0,3.5,4.66,349.0,20.0
RPT-1684,2024-12-18 04:21:30.988,Uptown,pothole,41.8,0,4,6.0,0,0,3.9,4.48,486.0,4.0
RPT-1685,2023-06-25 20:47:37.981,Riverside,noise,1.0,0,1,5.4,1,1,3.9,0.46,410.0,20.0
RPT-1686,2024-04-07 00:57:11.285,Riverside,pothole,42.3,0,5,4.1,1,0,3.9,0.0,289.0,0.0
RPT-1687,2024-05-05 03:54:11.297,Downtown,vandalism,38.7,1,21,8.5,1,1,3.6,3.17,826.0,3.0
RPT-1688,2023-02-06 13:27:28.845,Riverside,lighting,20.9,1,2,10.0,0,0,4.5,3.37,1000.0,13.0
RPT-1689,2024-12-06 03:19:18.871,Old Town,vandalism,23.2,0,1,7.3,0,0,4.1,0.45,542.0,3.0
RPT-1690,2023-03-14 06:39:47.148,Tech District,lighting,12.9,0,2,5.2,0,0,3.6,3.14,467.0,6.0
RPT-1691,2023-04-27 17:58:22.049,Old Town,lighting,13.5,0,5,3.4,0,0,4.3,2.04,398.0,17.0
RPT-1692,2024-07-02 07:24:58.838,Tech District,noise,7.4,1,3,3.9,0,0,2.2,4.63,442.0,7.0
RPT-1693,2024-03-13 10:25:10.617,Downtown,lighting,10.7,0,1,4.6,0,0,4.1,4.38,333.0,10.0
RPT-1694,2024-03-03 18:33:01.390,Old Town,noise,4.2,0,0,4.0,1,0,4.7,4.33,303.0,18.0
RPT-1695,2023-12-10 19:12:02.395,Tech District,pothole,48.4,0,4,6.7,1,0,4.8,1.62,503.0,19.0
RPT-1696,2024-01-19 14:11:07.088,Riverside,lighting,10.3,0,0,5.8,0,0,3.9,5.12,473.0,14.0
RPT-1697,2023-09-09 14:02:29.170,Riverside,lighting,15.6,0,2,4.8,1,0,4.0,4.49,400.0,14.0
RPT-1698,2023-05-27 04:49:56.055,Downtown,pothole,54.8,0,3,4.7,1,0,3.5,2.98,382.0,4.0
RPT-1699,2023-01-31 17:03:36.781,Old Town,vandalism,32.8,0,1,8.4,0,1,2.5,2.82,672.0,17.0
RPT-1700,2023-06-24 11:40:24.180,Downtown,vandalism,26.4,0,1,9.5,1,0,3.6,0.74,775.0,11.0
RPT-1701,2023-11-05 12:02:03.089,Downtown,noise,3.7,1,12,6.8,1,0,4.9,0.4,651.0,12.0
RPT-1702,2024-10-14 01:20:08.919,Tech District,pothole,47.6,0,7,6.0,0,0,4.6,3.45,440.0,1.0
RPT-1703,2023-08-08 01:49:10.677,Tech District,noise,1.0,0,4,2.6,0,1,5.0,1.73,205.0,1.0
RPT-1704,2023-06-01 10:20:25.023,Riverside,lighting,13.7,0,2,4.1,0,1,4.5,4.24,298.0,10.0
RPT-1705,2024-09-13 23:08:52.947,Uptown,pothole,71.0,1,2,10.0,0,0,4.2,5.32,974.0,23.0
RPT-1706,2024-11-28 22:39:45.324,Tech District,lighting,8.9,0,0,5.1,0,1,4.8,3.12,446.0,22.0
RPT-1707,2024-09-13 00:19:50.073,Downtown,lighting,10.8,0,2,5.4,0,0,3.8,1.97,372.0,0.0
RPT-1708,2023-01-30 16:15:22.223,Old Town,noise,10.4,0,0,4.0,0,0,3.9,0.0,386.0,16.0
RPT-1709,2023-03-09 13:30:58.170,Old Town,noise,5.5,0,11,6.7,0,0,4.6,0.89,523.0,13.0
RPT-1710,2023-09-22 05:38:06.281,Downtown,vandalism,24.9,0,3,10.0,0,0,4.1,1.32,837.0,5.0
RPT-1711,2023-04-17 08:20:53.974,Tech District,vandalism,38.0,1,2,10.0,0,0,3.3,3.62,1000.0,8.0
RPT-1712,2023-11-26 08:55:16.979,Tech District,pothole,46.8,0,1,8.2,1,1,3.0,1.99,615.0,8.0
RPT-1713,2024-10-06 07:31:45.002,Uptown,pothole,70.8,1,2,10.0,1,1,2.9,3.54,1000.0,7.0
RPT-1714,2024-04-16 02:18:49.060,Old Town,noise,11.1,1,1,4.8,0,0,4.4,1.9,517.0,2.0
RPT-1715,2024-11-26 00:17:08.014,Riverside,vandalism,38.2,1,3,9.4,0,0,4.1,0.06,888.0,0.0
RPT-1716,2023-12-04 05:47:56.553,Uptown,vandalism,21.7,0,2,8.1,0,1,4.4,5.71,689.0,5.0
RPT-1717,2024-10-15 21:08:08.672,Uptown,vandalism,39.7,1,2,10.0,0,0,3.9,0.01,954.0,21.0
RPT-1718,2023-09-22 14:19:44.748,Old Town,noise,11.5,1,4,5.7,0,0,4.1,1.04,670.0,14.0
RPT-1719,2023-11-18 07:09:11.474,Riverside,noise,5.8,0,1,1.7,1,0,3.9,4.95,98.0,7.0
RPT-1720,2024-03-03 00:56:02.468,Old Town,lighting,17.7,0,0,2.8,1,0,3.7,2.48,148.0,0.0
RPT-1721,2024-01-31 03:52:07.074,Riverside,noise,4.3,0,2,5.0,0,0,4.3,3.35,351.0,3.0
RPT-1722,2023-02-20 22:41:54.087,Tech District,lighting,11.8,0,2,6.7,0,0,4.6,0.0,509.0,22.0
RPT-1723,2024-04-03 00:51:39.102,Uptown,lighting,17.2,1,0,8.8,0,0,3.4,0.99,855.0,0.0
RPT-1724,2023-12-27 00:40:47.196,Downtown,pothole,71.1,1,4,8.5,0,1,3.2,4.54,827.0,0.0
RPT-1725,2024-04-22 04:37:23.138,Riverside,noise,6.3,0,1,3.5,0,1,5.0,2.45,169.0,4.0
RPT-1726,2024-09-07 09:38:24.709,Tech District,noise,1.0,0,7,4.1,1,0,2.9,1.19,237.0,9.0
RPT-1727,2023-09-29 19:15:30.592,Tech District,noise,6.7,1,2,5.0,0,0,3.5,2.53,583.0,19.0
RPT-1728,2024-08-22 11:27:32.397,Old Town,vandalism,28.7,1,3,8.1,0,0,4.4,1.56,842.0,11.0
RPT-1729,2024-08-20 14:40:16.844,Uptown,lighting,22.3,1,0,7.6,0,0,4.1,8.14,695.0,14.0
RPT-1730,2023-05-30 20:27:18.899,Riverside,lighting,13.8,0,1,4.2,0,0,3.5,6.37,378.0,20.0
RPT-1731,2024-11-19 21:27:27.635,Riverside,noise,7.6,1,11,4.4,0,0,3.8,2.29,487.0,21.0
RPT-1732,2024-05-05 03:12:14.213,Downtown,lighting,18.5,0,0,3.3,1,0,4.3,3.3,193.0,3.0
RPT-1733,2023-10-09 19:31:56.638,Old Town,lighting,14.4,0,2,5.1,0,0,3.6,1.28,329.0,19.0
RPT-1734,2023-02-02 00:10:09.552,Uptown,pothole,48.9,0,2,4.1,0,0,3.0,5.3,317.0,0.0
RPT-1735,2024-08-03 09:33:37.667,Tech District,pothole,75.4,1,1,6.9,1,0,4.2,1.58,784.0,9.0
RPT-1736,2024-08-21 00:37:47.484,Uptown,vandalism,22.9,0,3,5.0,0,0,4.2,0.62,446.0,0.0
RPT-1737,2024-08-13 09:13:07.219,Tech District,vandalism,35.7,1,4,7.8,0,0,3.2,0.37,863.0,9.0
RPT-1738,2024-11-23 12:18:17.060,Old Town,pothole,49.3,0,3,6.5,1,0,3.6,1.09,499.0,12.0
RPT-1739,2023-07-07 16:30:03.562,Riverside,lighting,8.6,0,4,5.5,0,1,3.1,2.12,445.0,16.0
RPT-1740,2023-11-09 00:01:34.738,Uptown,pothole,53.1,0,3,4.3,0,0,3.4,2.59,342.0,0.0
RPT-1741,2024-12-13 14:14:50.444,Downtown,noise,7.0,0,13,5.4,0,0,3.7,3.78,473.0,14.0
RPT-1742,2023-07-14 14:18:02.063,Downtown,noise,5.3,0,1,3.1,0,0,4.5,2.41,117.0,14.0
RPT-1743,2023-07-02 15:33:47.615,Old Town,noise,1.1,0,0,3.3,1,1,5.0,6.92,286.0,15.0
RPT-1744,2024-07-28 17:27:31.199,Uptown,noise,5.2,0,3,4.1,1,0,3.6,2.23,307.0,17.0
RPT-1745,2024-02-08 03:08:10.103,Riverside,vandalism,39.1,1,2,9.1,0,0,3.6,5.42,815.0,3.0
RPT-1746,2024-08-25 04:08:25.514,Uptown,pothole,52.7,0,2,5.4,1,0,4.3,0.24,407.0,4.0
RPT-1747,2023-07-09 04:29:18.559,Riverside,lighting,14.5,0,2,3.8,1,1,3.6,6.6,346.0,4.0
RPT-1748,2024-01-18 14:58:18.975,Old Town,lighting,11.2,0,14,6.0,0,0,4.6,2.16,445.0,14.0
RPT-1749,2023-06-25 20:52:00.291,Uptown,lighting,15.7,0,2,3.9,1,0,3.7,4.51,281.0,20.0
RPT-1750,2024-01-22 14:36:38.911,Tech District,noise,2.4,0,2,3.1,0,0,4.0,1.71,264.0,14.0
RPT-1751,2024-03-07 04:00:49.747,Riverside,lighting,16.9,0,5,5.0,0,1,4.3,3.88,354.0,4.0
RPT-1752,2024-09-22 01:26:36.533,Tech District,vandalism,37.9,1,3,7.6,1,1,4.9,0.0,864.0,1.0
RPT-1753,2024-08-09 14:58:54.056,Riverside,vandalism,25.9,0,2,7.7,0,0,4.7,2.87,543.0,14.0
RPT-1754,2024-03-31 03:33:06.988,Old Town,lighting,12.2,0,3,6.6,1,1,3.7,4.49,529.0,3.0
RPT-1755,2024-09-03 21:27:02.559,Tech District,pothole,50.1,0,2,6.4,0,1,4.3,0.57,511.0,21.0
RPT-1756,2023-03-18 19:34:22.502,Riverside,noise,3.6,0,2,2.3,1,0,3.1,3.03,279.0,19.0
RPT-1757,2023-04-01 06:33:03.257,Downtown,noise,10.6,1,3,5.0,1,0,1.3,5.37,677.0,6.0
RPT-1758,2024-06-24 06:25:53.328,Tech District,vandalism,34.3,1,0,9.6,0,0,3.7,4.0,951.0,6.0
RPT-1759,2024-08-21 05:09:12.653,Uptown,noise,2.3,0,2,4.6,0,1,4.0,3.23,390.0,5.0
RPT-1760,2024-12-22 14:50:03.305,Old Town,vandalism,23.4,0,0,7.8,1,0,4.6,2.35,704.0,14.0
RPT-1761,2023-02-13 08:09:39.133,Tech District,pothole,46.1,0,2,7.3,0,0,4.2,4.32,672.0,8.0
RPT-1762,2024-12-12 10:00:58.570,Downtown,lighting,15.1,0,2,5.1,0,0,3.5,0.63,403.0,10.0
RPT-1763,2023-06-30 06:25:32.336,Old Town,noise,5.5,0,2,6.6,0,0,4.1,3.66,575.0,6.0
RPT-1764,2024-09-04 20:33:42.689,Old Town,lighting,9.6,0,1,5.6,0,0,3.6,4.73,455.0,20.0
RPT-1765,2024-04-27 13:11:33.662,Uptown,vandalism,36.9,1,2,10.0,1,1,4.0,2.36,1000.0,13.0
RPT-1766,2024-11-23 14:59:40.789,Old Town,pothole,48.2,0,2,8.0,1,0,3.7,6.14,712.0,14.0
RPT-1767,2024-11-21 18:16:23.453,Riverside,noise,7.8,0,1,3.8,0,1,5.0,1.25,263.0,18.0
RPT-1768,2024-12-24 07:16:03.070,Riverside,lighting,15.0,0,12,4.9,0,0,4.4,2.98,356.0,7.0
RPT-1769,2024-03-02 09:18:59.615,Riverside,pothole,74.0,1,1,10.0,1,0,3.1,1.55,1000.0,9.0
RPT-1770,2023-07-16 03:51:16.213,Tech District,pothole,72.5,1,2,9.1,1,0,3.0,8.65,862.0,3.0
RPT-1771,2024-03-06 12:41:23.569,Tech District,pothole,48.1,0,2,6.8,0,1,4.6,3.11,487.0,12.0
RPT-1772,2024-01-13 13:33:48.153,Old Town,lighting,10.3,0,2,3.9,1,0,3.2,2.66,315.0,13.0
RPT-1773,2023-11-18 22:22:54.078,Downtown,lighting,6.8,0,1,7.6,1,0,4.6,2.2,570.0,22.0
RPT-1774,2023-02-11 14:09:55.433,Riverside,lighting,11.7,0,0,5.9,1,0,3.7,2.85,371.0,14.0
RPT-1775,2023-06-09 20:40:59.448,Riverside,noise,6.6,0,4,4.1,0,0,3.4,4.71,347.0,20.0
RPT-1776,2023-09-17 13:24:30.992,Uptown,lighting,13.2,0,4,4.4,1,1,3.7,3.15,270.0,13.0
RPT-1777,2023-06-10 09:46:43.916,Tech District,pothole,70.9,1,8,8.5,1,1,1.6,0.26,824.0,9.0
RPT-1778,2024-01-22 13:11:49.060,Downtown,noise,5.3,0,15,4.5,0,0,5.0,2.62,331.0,13.0
RPT-1779,2024-12-04 05:20:32.496,Tech District,lighting,11.2,0,11,5.5,0,0,3.4,3.04,366.0,5.0
RPT-1780,2023-07-03 09:07:06.261,Downtown,noise,1.0,0,3,4.6,0,0,4.2,1.05,365.0,9.0
RPT-1781,2023-11-28 19:19:54.964,Downtown,lighting,8.3,0,2,2.5,0,0,3.8,4.93,166.0,19.0
RPT-1782,2024-06-24 18:09:23.173,Tech District,vandalism,18.3,0,1,8.4,0,1,3.6,6.95,594.0,18.0
RPT-1783,2024-01-07 14:28:10.788,Downtown,pothole,80.5,1,1,8.1,1,1,3.0,1.43,878.0,14.0
RPT-1784,2023-01-15 22:56:10.291,Uptown,lighting,7.8,0,4,5.5,1,0,4.6,7.2,433.0,22.0
RPT-1785,2024-03-13 21:07:36.891,Uptown,pothole,49.8,0,3,3.6,0,0,2.2,3.59,294.0,21.0
RPT-1786,2023-10-08 03:53:37.354,Tech District,vandalism,35.1,1,2,9.8,1,0,3.8,4.39,1000.0,3.0
RPT-1787,2024-10-14 14:49:26.313,Uptown,lighting,5.5,0,3,3.1,0,0,4.5,3.58,281.0,14.0
RPT-1788,2024-01-16 05:15:26.560,Old Town,vandalism,33.7,1,1,10.0,0,0,3.5,1.36,1000.0,5.0
RPT-1789,2023-08-11 03:39:26.241,Riverside,noise,1.0,0,0,2.1,0,0,4.0,3.07,181.0,3.0
RPT-1790,2023-06-03 06:14:44.417,Old Town,lighting,8.7,0,5,6.8,1,0,5.0,1.11,455.0,6.0
RPT-1791,2024-10-02 09:12:28.791,Riverside,noise,8.4,1,8,4.3,0,1,4.2,3.37,522.0,9.0
RPT-1792,2024-12-02 08:02:23.308,Old Town,noise,1.0,0,1,6.2,0,0,4.5,0.61,421.0,8.0
RPT-1793,2023-04-05 21:35:15.563,Riverside,pothole,41.6,0,2,4.2,0,1,4.5,1.22,367.0,21.0
RPT-1794,2023-09-02 10:32:32.287,Old Town,lighting,9.3,0,2,7.4,1,0,4.0,1.74,654.0,10.0
RPT-1795,2023-06-03 10:50:27.593,Riverside,lighting,15.7,0,11,4.1,1,0,3.7,1.69,293.0,10.0
RPT-1796,2023-04-14 01:00:11.659,Uptown,lighting,10.0,0,1,4.4,0,0,4.5,1.18,415.0,1.0
RPT-1797,2023-10-24 09:09:17.587,Riverside,pothole,45.1,0,7,6.1,0,0,3.4,0.0,465.0,9.0
RPT-1798,2024-05-27 00:52:19.793,Old Town,lighting,14.9,0,3,5.4,0,1,4.1,0.0,467.0,0.0
RPT-1799,2024-11-27 12:14:16.142,Uptown,pothole,47.3,0,2,6.7,0,0,5.0,0.0,590.0,12.0
RPT-1800,2023-04-26 17:16:28.896,Old Town,lighting,12.1,0,2,6.6,0,0,2.6,1.65,518.0,17.0
RPT-1801,2024-10-15 20:06:01.753,Uptown,noise,1.7,0,3,4.2,0,0,4.6,2.76,340.0,20.0
RPT-1802,2024-08-16 19:35:43.597,Riverside,lighting,7.0,0,2,3.4,0,1,4.7,0.8,334.0,19.0
RPT-1803,2024-12-02 11:20:26.735,Old Town,noise,5.5,0,0,4.2,0,1,3.3,2.77,366.0,11.0
RPT-1804,2023-09-30 15:56:16.155,Tech District,lighting,15.0,0,3,2.6,1,0,4.4,1.21,179.0,15.0
RPT-1805,2024-04-14 11:49:08.190,Uptown,lighting,14.5,0,2,5.2,1,0,2.3,6.35,438.0,11.0
RPT-1806,2023-08-04 16:00:27.314,Riverside,noise,11.2,1,3,3.6,0,0,3.5,0.0,512.0,16.0
RPT-1807,2024-12-11 04:38:00.238,Downtown,noise,7.5,0,2,2.1,0,0,3.9,3.27,135.0,4.0
RPT-1808,2024-06-29 22:25:59.578,Riverside,pothole,50.1,0,4,5.2,1,0,3.5,7.21,417.0,22.0
RPT-1809,2023-03-26 16:18:55.903,Tech District,pothole,43.9,0,4,6.0,1,0,5.0,2.78,461.0,16.0
RPT-1810,2023-05-03 00:51:23.677,Downtown,noise,4.0,1,1,6.2,0,0,3.7,0.6,718.0,0.0
RPT-1811,2024-08-05 14:48:18.303,Old Town,noise,5.7,0,3,4.1,0,0,3.4,1.34,416.0,14.0
RPT-1812,2024-01-10 10:24:01.458,Old Town,noise,5.5,0,0,6.6,0,0,4.5,2.21,554.0,10.0
RPT-1813,2023-08-14 02:25:01.409,Riverside,lighting,12.9,0,0,6.4,0,0,3.2,3.61,450.0,2.0
RPT-1814,2023-02-03 00:46:06.412,Tech District,pothole,71.1,1,9,9.0,0,0,2.3,5.29,886.0,0.0
RPT-1815,2023-01-15 12:11:03.711,Riverside,noise,1.9,0,17,3.5,1,1,2.9,5.28,238.0,12.0
RPT-1816,2024-05-07 23:48:02.413,Old Town,vandalism,35.8,1,2,10.0,0,0,3.6,6.91,1000.0,23.0
RPT-1817,2024-05-04 23:37:46.453,Riverside,vandalism,36.9,1,4,9.5,1,0,3.6,5.14,884.0,23.0
RPT-1818,2024-09-08 19:05:56.068,Downtown,noise,1.0,0,1,3.1,1,0,4.6,1.22,176.0,19.0
RPT-1819,2023-11-16 06:50:51.551,Downtown,noise,5.2,0,2,4.9,0,0,4.8,4.66,440.0,6.0
RPT-1820,2023-06-25 21:25:26.498,Downtown,lighting,11.2,0,1,8.1,1,0,5.0,4.13,535.0,21.0
RPT-1821,2024-07-20 08:40:50.337,Riverside,noise,7.5,1,2,5.5,1,0,4.2,3.68,715.0,8.0
RPT-1822,2023-09-23 12:13:56.840,Downtown,vandalism,24.2,0,4,9.5,1,0,5.0,4.21,714.0,12.0
RPT-1823,2024-01-07 18:34:54.182,Uptown,noise,4.9,0,3,3.5,1,0,4.6,4.33,287.0,18.0
RPT-1824,2023-10-08 15:32:29.114,Uptown,lighting,9.5,0,2,7.6,1,0,3.1,5.67,685.0,15.0
RPT-1825,2024-05-01 00:48:22.527,Old Town,lighting,19.0,1,2,5.1,0,0,3.0,1.47,603.0,0.0
RPT-1826,2024-03-03 03:16:59.324,Uptown,vandalism,35.6,1,3,10.0,1,0,3.8,3.49,1000.0,3.0
RPT-1827,2024-03-25 05:20:38.182,Tech District,vandalism,23.6,0,2,8.3,0,0,3.6,1.82,675.0,5.0
RPT-1828,2024-02-07 11:35:37.655,Uptown,lighting,8.6,0,2,5.5,0,0,3.3,3.71,396.0,11.0
RPT-1829,2023-03-04 19:00:47.734,Uptown,pothole,51.2,0,1,4.9,1,0,4.5,0.0,369.0,19.0
RPT-1830,2024-03-20 00:50:44.628,Old Town,noise,2.5,0,3,5.3,0,0,4.0,1.46,471.0,0.0
RPT-1831,2024-10-12 06:05:04.635,Riverside,pothole,51.8,0,2,6.5,1,0,3.8,6.74,521.0,6.0
RPT-1832,2023-04-21 12:06:13.536,Old Town,noise,2.6,0,1,2.3,0,0,5.0,1.86,186.0,12.0
RPT-1833,2023-11-07 02:51:20.217,Old Town,noise,7.9,0,1,4.0,0,1,4.7,4.18,308.0,2.0
RPT-1834,2023-10-31 18:36:01.280,Downtown,lighting,12.2,0,1,4.4,0,1,5.0,1.23,313.0,18.0
RPT-1835,2024-12-21 18:55:39.477,Uptown,pothole,45.4,0,0,4.9,1,0,3.9,3.63,363.0,18.0
RPT-1836,2024-04-27 02:01:24.375,Old Town,vandalism,22.7,0,0,9.0,1,1,4.1,1.16,724.0,2.0
RPT-1837,2024-10-26 14:17:28.776,Tech District,pothole,43.3,0,3,4.1,1,0,3.0,6.16,297.0,14.0
RPT-1838,2024-05-19 15:22:45.616,Downtown,lighting,15.4,0,3,4.8,1,1,3.9,0.36,400.0,15.0
RPT-1839,2024-06-14 17:01:08.322,Riverside,lighting,11.2,0,1,7.4,0,0,4.9,4.93,576.0,17.0
RPT-1840,2024-05-14 14:35:35.593,Downtown,noise,1.0,0,0,6.9,0,1,5.0,2.71,608.0,14.0
RPT-1841,2024-04-27 14:42:47.789,Uptown,lighting,13.2,0,1,6.5,1,0,4.7,2.92,425.0,14.0
RPT-1842,2023-06-06 12:07:16.658,Tech District,vandalism,30.6,1,1,7.6,0,1,2.3,5.05,744.0,12.0
RPT-1843,2023-04-08 04:20:40.979,Riverside,vandalism,19.9,0,0,10.0,1,0,5.0,0.68,879.0,4.0
RPT-1844,2023-09-04 23:04:09.778,Downtown,noise,3.8,0,0,4.2,0,0,5.0,0.0,310.0,23.0
RPT-1845,2023-03-07 13:22:14.489,Downtown,noise,6.7,0,1,2.4,0,0,4.0,5.84,192.0,13.0
RPT-1846,2023-06-01 21:57:01.121,Downtown,noise,3.6,0,3,1.0,0,0,4.4,4.93,43.0,21.0
RPT-1847,2024-12-22 00:55:52.062,Tech District,pothole,45.4,0,1,5.3,1,0,5.0,5.09,422.0,0.0
RPT-1848,2023-08-14 14:33:54.006,Uptown,vandalism,39.1,1,0,6.4,0,1,2.9,3.72,701.0,14.0
RPT-1849,2024-09-13 19:32:43.026,Uptown,noise,2.2,0,2,5.0,0,0,3.8,3.74,424.0,19.0
RPT-1850,2024-02-29 01:45:01.438,Tech District,noise,6.2,0,3,3.4,0,1,4.2,0.89,181.0,1.0
RPT-1851,2024-06-13 15:32:25.605,Old Town,noise,8.3,0,2,2.5,0,1,3.9,5.83,238.0,15.0
RPT-1852,2023-01-30 14:00:08.165,Tech District,noise,4.5,0,1,4.5,0,0,3.7,3.28,363.0,14.0
RPT-1853,2024-10-18 15:51:03.771,Riverside,pothole,74.9,1,2,6.8,0,0,3.2,7.78,705.0,15.0
RPT-1854,2024-06-04 11:35:38.957,Uptown,noise,7.3,1,3,5.3,0,1,3.5,4.82,664.0,11.0
RPT-1855,2023-07-31 23:57:11.113,Downtown,pothole,50.7,0,13,4.4,0,0,4.8,5.9,336.0,23.0
RPT-1856,2024-04-24 19:19:19.286,Uptown,pothole,47.3,0,3,8.2,0,0,3.5,0.73,638.0,19.0
RPT-1857,2024-07-10 13:09:51.835,Tech District,pothole,70.2,1,1,9.4,0,0,4.4,0.0,1000.0,13.0
RPT-1858,2024-09-23 09:35:29.479,Downtown,pothole,69.6,1,1,9.3,0,0,3.4,5.42,882.0,9.0
RPT-1859,2023-02-12 17:31:45.794,Old Town,lighting,13.8,0,4,5.0,1,0,5.0,3.81,422.0,17.0
RPT-1860,2024-02-22 19:01:03.708,Downtown,pothole,43.7,0,2,5.3,0,0,5.0,3.22,489.0,19.0
RPT-1861,2023-02-01 14:39:49.311,Old Town,lighting,7.9,0,1,4.8,0,0,4.3,4.38,361.0,14.0
RPT-1862,2024-08-06 10:55:47.765,Old Town,vandalism,24.4,0,2,7.9,0,0,3.9,6.62,646.0,10.0
RPT-1863,2024-08-14 15:51:22.845,Tech District,vandalism,22.3,0,0,7.8,0,0,4.1,3.06,627.0,15.0
RPT-1864,2023-08-18 01:30:51.548,Downtown,noise,3.7,0,1,5.9,0,1,5.0,0.92,404.0,1.0
RPT-1865,2024-08-08 19:48:20.645,Riverside,vandalism,38.2,1,3,6.9,0,0,3.3,7.29,674.0,19.0
RPT-1866,2023-03-19 02:06:46.529,Uptown,noise,1.0,0,3,1.8,1,1,5.0,6.57,131.0,2.0
RPT-1867,2024-05-18 06:40:17.585,Old Town,lighting,5.1,0,1,4.6,1,0,4.0,5.24,431.0,6.0
RPT-1868,2023-07-15 02:23:01.453,Tech District,pothole,71.5,1,4,9.6,1,0,3.3,0.33,1000.0,2.0
RPT-1869,2024-06-13 15:55:32.548,Tech District,vandalism,25.0,0,2,8.7,0,1,5.0,2.95,624.0,15.0
RPT-1870,2023-02-12 03:42:48.622,Tech District,vandalism,38.5,1,3,10.0,1,0,2.2,1.67,954.0,3.0
RPT-1871,2023-09-22 05:02:57.896,Downtown,vandalism,38.4,1,1,10.0,0,0,2.4,3.66,959.0,5.0
RPT-1872,2023-01-13 11:18:34.138,Downtown,noise,3.9,0,11,4.8,0,1,4.1,1.72,386.0,11.0
RPT-1873,2024-02-19 21:34:32.909,Downtown,lighting,13.6,0,1,6.4,0,0,5.0,3.99,505.0,21.0
RPT-1874,2023-08-28 22:11:55.275,Tech District,noise,6.8,1,1,6.8,0,0,4.0,1.28,673.0,22.0
RPT-1875,2023-05-30 12:16:22.068,Downtown,noise,2.5,1,2,5.1,0,0,1.4,0.04,541.0,12.0
RPT-1876,2024-07-13 15:12:22.521,Old Town,noise,5.4,0,1,3.5,1,1,4.6,4.06,185.0,15.0
RPT-1877,2024-02-21 23:32:41.417,Uptown,vandalism,35.6,1,2,9.3,0,0,3.0,3.07,980.0,23.0
RPT-1878,2023-01-26 16:27:55.240,Uptown,noise,7.7,0,1,3.5,0,0,3.8,0.51,337.0,16.0
RPT-1879,2024-12-11 18:04:16.944,Old Town,noise,1.5,0,2,3.4,0,1,3.2,2.66,301.0,18.0
RPT-1880,2023-03-15 12:10:57.696,Downtown,lighting,8.4,0,0,6.2,0,0,4.1,2.31,479.0,12.0
RPT-1881,2024-01-13 17:21:28.568,Downtown,pothole,71.0,1,1,5.9,1,1,4.3,8.72,686.0,17.0
RPT-1882,2024-03-07 13:18:46.569,Old Town,noise,1.6,0,2,2.4,0,0,4.8,0.0,147.0,13.0
