account_id,monthly_login_freq,num_support_tickets,contract_length_months,avg_product_usage_hours,num_users,nps_score,has_admin_activity,last_activity_days_ago,avg_session_length,feature_adoption_score,customer_satisfaction_score,city,gender,churned,is_heavy_user
A0770,16,9.0,12,31.67,44,2.7994485579969286,1,1,1.04,95.48,1.41,San Francisco,Female,0,0
A0771,20,9.0,12,41.81,52,6.4967519354554755,1,8,1.64,7.64,8.27,Austin,Female,0,0
A0772,17,2.0,3,34.03,63,4.764533224105732,0,4,1.28,9.58,7.61,Austin,Female,0,0
A0773,16,9.0,12,20.33,6,4.118407739055521,0,1,1.84,49.49,4.98,San Francisco,Female,0,0
A0774,20,9.0,12,22.04,74,2.8975544496267296,0,11,1.9,81.93,2.75,Chicago,Male,1,1
A0775,14,9.0,12,31.03,90,5.367809962217196,1,32,1.18,77.45,6.78,New York,Female,1,1
A0776,21,4.0,6,6.86,77,-1.3042247198904564,0,16,1.48,93.77,0.38,Chicago,Female,1,1
A0777,21,2.0,3,46.73,19,3.2488628241751307,1,4,0.78,14.16,5.68,Austin,Female,0,0
A0778,25,5.0,6,34.42,87,2.5384813644484954,1,12,2.35,37.57,3.98,New York,Female,0,1
A0779,22,18.0,24,42.27,59,6.771566570899953,0,43,2.03,28.21,9.78,New York,Female,0,1
A0780,26,9.0,12,14.19,92,4.176672097550678,0,19,0.8,86.09,5.08,San Francisco,Female,1,1
A0781,32,9.0,12,42.45,50,4.041701000933253,0,17,1.07,48.84,5.52,Chicago,Female,0,0
A0782,12,2.0,3,52.31,46,3.6486556412898983,1,51,1.43,2.68,7.12,New York,Female,0,0
A0783,15,2.0,3,16.79,47,3.775197851005963,1,24,1.52,70.8,4.85,San Francisco,Female,1,0
A0784,26,9.0,12,37.71,93,2.185585745283823,1,2,1.16,38.87,2.25,Chicago,Male,0,1
A0785,17,9.0,12,30.01,82,4.31879044793104,0,6,0.93,53.11,5.37,Austin,Male,1,1
A0786,21,9.0,12,14.56,92,7.688780725554621,0,50,1.7,89.38,9.44,Austin,Male,1,1
A0787,11,5.0,6,34.93,35,3.703922154548904,1,10,2.37,25.67,4.1,Chicago,Female,1,0
A0788,9,9.0,12,38.34,33,5.219180079228437,0,1,1.53,24.03,6.8,New York,Male,0,0
A0789,29,5.0,6,23.99,49,6.775834288541352,1,9,1.35,26.32,9.78,New York,Male,0,0
A0790,21,4.0,6,41.66,8,4.1490390664840096,1,17,1.3,33.81,8.3,Austin,Male,0,0
A0791,16,9.0,12,13.33,74,5.042618219132585,0,90,0.95,10.74,6.59,Austin,Male,1,0
A0792,31,5.0,6,15.05,73,5.359687687163111,0,5,1.16,69.72,7.36,New York,Female,0,1
A0793,19,5.0,6,31.37,36,6.823578837195373,0,10,2.07,20.74,9.36,Chicago,Male,1,0
A0794,15,9.0,12,30.25,55,5.4432514241796905,0,31,0.46,92.61,9.6,Austin,Male,1,1
A0795,15,9.0,12,22.83,16,5.701943459591737,1,6,1.54,21.57,9.69,New York,Female,1,0
A0796,19,18.0,24,38.1,18,5.435152853332903,1,1,1.51,25.56,6.26,Chicago,Male,0,0
A0797,13,9.0,12,35.31,45,2.655444846143345,1,44,1.56,29.7,3.85,San Francisco,Female,1,0
A0798,17,2.0,3,38.58,75,1.6125006973726244,1,10,1.86,76.85,1.33,Chicago,Male,1,1
A0799,25,5.0,6,28.77,76,2.7303183761304592,0,10,1.53,42.76,3.86,New York,Male,1,1
A0800,20,18.0,24,36.03,83,6.630756139495742,0,14,1.27,81.93,9.43,Chicago,Male,1,1
A0801,14,9.0,12,25.54,14,7.168283805975998,1,0,1.17,78.49,8.9,New York,Female,0,0
A0802,23,9.0,12,50.54,72,3.151955271782626,0,40,2.15,92.95,5.24,Austin,Male,0,1
A0803,18,2.0,3,21.87,21,3.855120776940983,1,6,2.02,75.66,5.37,San Francisco,Male,1,0
A0804,26,9.0,12,51.05,43,1.700724711294957,1,7,2.94,5.19,3.09,Austin,Female,0,1
A0805,21,2.0,3,30.35,55,2.750503772567684,0,2,1.36,83.73,4.55,Austin,Male,0,1
A0806,22,9.0,12,16.24,31,4.68882787653136,0,7,1.18,93.81,7.14,New York,Male,0,0
A0807,10,18.0,24,43.68,72,3.0361337716337125,0,24,1.73,99.37,4.02,New York,Male,0,1
A0808,26,18.0,24,31.26,61,0.8372513783365227,1,24,1.71,12.53,1.88,New York,Male,1,1
A0809,18,9.0,12,38.51,91,5.04275612557352,0,41,1.82,61.33,5.41,New York,Male,0,1
A0810,13,9.0,12,42.24,66,0.680392697780496,1,7,1.92,19.95,2.25,Austin,Female,0,1
A0811,23,18.0,24,33.38,26,6.631128355838641,0,18,1.81,26.25,9.74,New York,Female,1,1
A0812,15,9.0,12,24.08,91,2.290268941725825,1,10,2.04,74.56,3.9,New York,Female,0,1
A0813,17,2.0,3,39.76,18,7.816977884353732,0,24,2.1,97.77,9.1,Austin,Male,1,1
A0814,21,9.0,12,30.01,54,1.7785547765115746,0,18,2.11,59.49,2.26,San Francisco,Male,0,1
A0815,19,5.0,6,36.86,82,2.354844539468635,1,6,0.37,85.06,1.89,San Francisco,Male,1,1
A0816,14,9.0,12,8.46,8,2.833439626963028,1,6,1.62,0.89,6.17,Chicago,Male,1,0
A0817,27,9.0,12,34.47,39,5.720050265869258,0,4,1.04,3.66,7.79,Austin,Male,0,0
A0818,16,9.0,12,23.61,87,4.858630795623437,1,12,2.03,59.67,5.67,New York,Female,1,1
A0819,15,5.0,6,46.53,6,1.692283989275424,1,49,0.36,38.9,2.3,Chicago,Female,0,0
A0820,22,5.0,6,36.23,94,1.3314803750653512,0,3,2.23,88.98,0.38,San Francisco,Female,0,1
A0821,22,9.0,12,32.4,40,3.8087115498996273,0,1,1.07,30.2,6.18,San Francisco,Male,0,0
A0822,27,18.0,24,34.86,43,2.3263474401855797,1,1,0.95,43.21,1.31,Austin,Female,0,0
A0823,14,9.0,12,20.02,94,4.69989812361925,0,22,1.68,52.79,3.43,New York,Female,0,1
A0824,26,5.0,6,46.23,83,4.36916143956034,0,6,1.31,27.3,6.76,New York,Female,0,1
A0825,13,18.0,24,49.91,16,0.2404974785992281,1,3,2.39,90.85,0.98,Chicago,Female,0,1
A0826,20,18.0,24,33.93,73,2.342384477117701,0,6,2.18,46.45,1.27,San Francisco,Male,1,1
A0827,18,5.0,6,45.9,88,2.0135721457307123,0,15,1.24,42.42,0.62,Chicago,Male,0,0
A0828,23,2.0,3,24.31,53,6.449139972846732,1,11,2.02,84.98,9.96,Chicago,Female,1,1
A0829,23,9.0,12,22.03,67,2.2888131829041427,0,20,1.23,31.2,3.87,Chicago,Female,0,0
A0830,27,18.0,24,30.41,95,6.060215391139492,1,6,1.22,81.75,9.06,New York,Female,1,1
A0831,15,18.0,24,34.35,54,0.7135494889657228,1,9,1.86,12.23,2.94,San Francisco,Female,1,1
A0832,22,18.0,24,26.06,97,4.352348053515802,0,1,2.23,18.28,7.53,Chicago,Female,0,1
A0833,26,9.0,12,35.38,32,0.528859233247932,0,1,1.28,95.08,2.19,San Francisco,Female,0,1
A0834,24,9.0,12,33.06,59,2.718202434895872,0,9,1.32,84.24,4.98,San Francisco,Female,0,1
A0835,21,2.0,3,20.02,81,5.740315112613218,0,5,1.65,38.79,8.25,Chicago,Female,0,1
A0836,19,5.0,6,35.19,84,5.94621473253652,1,14,1.05,63.85,8.16,Chicago,Female,1,1
A0837,21,9.0,12,38.64,32,7.108500492814077,1,0,2.28,94.3,7.94,Austin,Male,0,1
A0838,19,9.0,12,31.71,44,4.769645959261209,0,1,1.05,21.19,8.24,New York,Female,0,0
A0839,11,9.0,12,41.53,13,2.4613223984765837,0,30,1.18,5.9,2.11,San Francisco,Male,0,0
A0840,15,9.0,12,17.83,29,3.160011155774491,0,12,2.38,53.75,4.82,Chicago,Male,1,0
A0841,19,5.0,6,34.68,26,3.3455362903475665,0,18,1.61,14.26,4.85,Chicago,Female,0,0
A0842,22,9.0,12,18.3,41,6.911819492166604,0,27,2.47,18.73,8.91,San Francisco,Female,1,0
A0843,17,2.0,3,18.86,74,0.9562779784377016,0,9,1.39,89.15,2.97,Chicago,Male,1,0
A0844,23,9.0,12,23.69,20,6.899409746184051,1,21,2.76,0.74,9.31,Austin,Male,1,0
A0845,24,9.0,12,20.58,79,3.323452208213056,0,11,1.81,81.68,4.51,San Francisco,Female,1,1
A0846,22,9.0,12,24.52,47,5.182451264008148,0,3,1.12,51.7,6.7,Chicago,Male,0,0
A0847,16,18.0,24,27.86,90,2.172168643907818,1,6,1.12,55.93,2.69,San Francisco,Female,1,0
A0848,16,5.0,6,38.37,89,5.325300139910894,0,10,0.77,67.18,4.1,Chicago,Female,1,1
A0849,25,9.0,12,26.79,14,4.332260015748684,0,5,0.83,43.14,7.1,Chicago,Male,0,0
A0850,15,4.0,6,14.14,51,3.060003044998182,0,6,1.17,11.56,5.13,New York,Female,1,0
A0851,26,9.0,12,41.4,96,5.893859473575236,0,6,1.0,10.28,9.31,San Francisco,Male,0,1
A0852,16,18.0,24,21.63,33,4.603522880839745,0,1,0.21,75.44,7.37,New York,Female,0,0
A0853,23,9.0,12,29.41,94,3.310612872693482,1,1,1.92,22.1,5.64,Chicago,Female,0,1
A0854,11,18.0,24,34.47,24,7.398016531107551,0,0,1.89,2.81,8.87,San Francisco,Male,0,0
A0855,21,5.0,6,32.0,46,6.082504247989855,1,1,1.65,97.96,6.66,San Francisco,Male,0,1
A0856,22,18.0,24,40.94,94,3.958253706250524,0,6,0.93,98.04,6.47,Austin,Female,0,1
A0857,38,2.0,3,34.79,66,0.8896444268957713,0,13,2.32,37.81,2.46,Austin,Female,1,1
A0858,19,18.0,24,21.39,79,3.236415556386404,0,3,1.41,2.55,3.95,Chicago,Male,0,0
A0859,18,5.0,6,51.79,27,4.228776955719028,0,32,1.08,72.73,6.83,Chicago,Female,0,0
A0860,17,5.0,6,31.94,53,6.876931817755511,0,24,1.62,83.1,8.92,Chicago,Male,1,1
A0861,21,9.0,12,28.53,9,2.4149230208512993,0,11,1.59,12.5,3.16,Chicago,Male,0,0
A0862,23,18.0,24,39.64,8,-0.010744114997232,0,19,0.25,13.55,2.15,Austin,Male,0,0
A0863,24,2.0,3,32.49,26,5.7055052013300624,0,6,1.48,82.22,5.94,San Francisco,Female,1,1
A0864,21,5.0,6,33.99,21,2.264877673095522,0,0,1.56,92.19,0.67,New York,Male,0,1
A0865,13,18.0,24,54.92,85,4.392211309515614,0,35,1.31,79.08,7.15,San Francisco,Female,0,1
A0866,17,5.0,6,27.25,11,4.533298440064017,0,2,0.84,20.07,7.03,San Francisco,Male,0,0
A0867,16,5.0,6,26.82,38,2.770865390724905,1,44,0.85,41.15,3.55,Austin,Female,1,0
A0868,22,9.0,12,31.17,42,6.585456789987025,1,12,1.76,60.08,8.93,San Francisco,Female,1,1
A0869,22,5.0,6,40.72,95,4.1725442726728295,0,5,1.88,16.03,5.02,San Francisco,Male,0,1
A0870,25,19.0,24,14.93,26,6.532204538766349,0,10,1.28,21.06,6.46,Chicago,Male,1,0
A0871,11,9.0,12,10.34,50,1.2930527725059506,0,10,1.69,28.29,2.1,New York,Male,1,0
A0872,25,9.0,12,24.13,65,2.120702755461546,1,0,1.27,50.95,4.17,San Francisco,Female,0,1
A0873,25,18.0,24,13.66,71,4.654680771985472,0,6,1.07,51.08,8.62,San Francisco,Female,1,1
A0874,22,9.0,12,25.75,55,0.7600699600580808,1,20,1.61,81.43,2.13,New York,Female,1,1
A0875,20,2.0,3,35.02,56,2.703873027126203,0,10,0.93,75.3,3.91,Chicago,Male,0,1
A0876,26,5.0,6,21.09,44,4.020557863517787,0,4,2.45,91.37,3.18,Austin,Male,0,1
A0877,19,9.0,12,15.73,47,0.5393887009638285,0,6,0.78,83.29,1.51,Austin,Male,1,0
A0878,16,5.0,6,30.69,92,2.2537879516388983,0,29,1.64,25.39,2.9,San Francisco,Male,1,1
A0879,25,18.0,24,38.63,16,1.6145771039272478,1,11,1.58,33.13,2.33,Chicago,Male,1,1
A0880,27,9.0,12,13.05,31,7.656393273448084,0,11,1.53,50.04,9.24,Austin,Female,1,0
A0881,19,5.0,6,38.2,8,7.713932425873621,0,48,2.24,1.43,7.41,Austin,Male,1,0
A0882,23,9.0,12,38.17,9,1.6811312270796792,0,5,0.16,90.39,3.16,Austin,Female,0,1
A0883,18,9.0,12,39.54,39,4.851560557481777,1,9,1.71,4.43,7.63,Austin,Male,0,0
A0884,11,18.0,24,42.18,55,1.198160877069072,0,25,1.36,32.24,0.22,Austin,Male,0,0
A0885,19,18.0,24,52.02,20,4.370891489626311,0,21,1.79,56.92,5.27,San Francisco,Male,0,1
A0886,32,9.0,12,26.44,89,3.5967073257360336,0,4,1.53,51.78,2.5,Austin,Male,0,1
A0887,21,9.0,12,31.1,40,1.3819281853259635,0,2,1.46,65.45,1.14,San Francisco,Male,0,1
A0888,23,9.0,12,25.84,61,5.82870790921294,1,18,0.9,52.75,8.84,New York,Female,1,1
A0889,15,9.0,12,30.02,3,1.9836548306923092,0,4,1.16,22.9,1.99,New York,Male,0,0
A0890,18,5.0,6,45.33,70,6.862703580582908,0,38,3.07,20.11,8.22,Chicago,Female,0,1
A0891,15,5.0,6,16.55,46,3.711482181197364,0,2,1.8,90.72,4.13,San Francisco,Female,0,0
A0892,20,9.0,12,21.39,49,0.6052740311072978,1,5,2.03,26.4,0.14,Chicago,Female,0,0
A0893,23,5.0,6,43.77,37,6.197674689589153,0,0,1.32,28.1,7.33,New York,Female,0,0
A0894,18,2.0,3,40.2,89,5.3412955904456725,0,18,1.07,41.3,5.96,New York,Male,0,0
A0895,18,9.0,12,26.37,93,3.790158991037527,1,33,1.89,13.94,3.44,New York,Male,1,0
A0896,11,2.0,3,38.54,62,2.622709887589642,0,15,0.55,50.73,2.82,New York,Male,1,0
A0897,24,9.0,12,33.41,92,0.3508819196831456,1,41,1.17,66.5,0.74,Austin,Male,1,1
A0898,18,9.0,12,45.0,54,6.7337136864333225,0,2,1.32,78.6,9.41,New York,Male,0,1
A0899,26,18.0,24,30.75,10,4.6645089665083574,0,1,1.97,71.15,4.94,Austin,Female,0,1
A0900,13,9.0,12,40.26,82,-0.2149356709872361,1,27,1.71,14.76,0.86,Austin,Male,0,1
A0901,15,2.0,3,56.42,43,6.4516733088729,1,29,1.26,45.61,8.69,Chicago,Male,0,0
A0902,19,9.0,12,35.98,5,1.5596611876726392,0,26,1.68,3.86,2.79,Austin,Female,0,0
A0903,22,18.0,24,30.49,98,1.4567448229348174,1,24,1.35,1.78,2.04,Chicago,Male,1,1
A0904,17,18.0,24,37.22,71,3.2454518626072986,0,6,2.04,44.01,2.81,Austin,Male,1,1
A0905,20,9.0,12,26.35,86,4.146099068019903,1,3,1.62,25.3,5.65,Austin,Female,0,0
A0906,27,5.0,6,53.88,16,0.5644365481561489,0,39,2.37,68.34,0.74,New York,Male,0,1
A0907,20,18.0,24,31.8,98,2.0141438590200806,0,5,1.36,72.42,4.82,San Francisco,Female,0,1
A0908,25,5.0,6,27.27,28,7.018253566027221,1,7,2.11,89.54,8.96,Austin,Female,1,1
A0909,22,9.0,12,21.64,72,1.9614841811410753,1,18,1.55,76.07,1.88,San Francisco,Male,1,1
A0910,18,9.0,12,40.97,60,4.48025472330546,0,5,1.15,4.82,3.31,San Francisco,Female,0,0
A0911,23,2.0,3,38.67,42,2.4642217650469993,0,25,2.8,37.16,3.96,San Francisco,Male,0,1
A0912,16,5.0,6,25.03,53,4.321150327663939,0,1,2.15,27.3,5.86,Austin,Male,0,0
A0913,20,5.0,6,35.76,7,6.682383683710754,0,23,1.62,38.61,9.19,San Francisco,Male,1,0
A0914,15,9.0,12,14.91,79,4.3424532797634745,0,13,1.88,16.01,3.95,Austin,Female,1,0
A0915,22,18.0,24,31.85,34,0.3877044676130478,0,12,0.96,9.77,0.69,New York,Female,1,0
A0916,10,5.0,6,34.53,82,2.7150215257703394,0,9,0.98,52.1,3.48,Austin,Female,1,1
A0917,28,18.0,24,47.07,3,1.937896509716539,1,4,2.06,72.04,1.9,Chicago,Female,0,1
A0918,20,2.0,3,22.29,79,4.750609123156357,0,9,1.5,70.19,6.52,New York,Female,1,0
A0919,19,9.0,12,17.22,56,-0.2434336145505282,0,8,1.42,45.09,0.29,San Francisco,Female,1,0
A0920,21,2.0,3,21.05,13,2.2380899928983076,0,13,1.36,52.23,2.92,San Francisco,Female,0,0
A0921,23,18.0,24,16.63,55,4.888631749859772,1,4,1.58,51.63,5.45,Chicago,Female,0,1
A0922,28,9.0,12,43.37,10,0.9124847005889396,0,1,1.37,69.16,2.77,New York,Female,0,1
A0923,22,9.0,12,45.49,27,3.989969674146875,0,2,0.48,4.79,5.51,Chicago,Female,0,0
A0924,16,18.0,24,33.2,42,0.1048791850608267,1,18,2.21,70.99,1.15,San Francisco,Female,0,1
A0925,19,9.0,12,42.21,34,7.796046628924842,1,0,1.44,58.22,9.43,Austin,Male,0,0
A0926,14,18.0,24,31.34,90,0.5138130952162252,1,29,2.42,19.81,2.91,San Francisco,Female,1,1
A0927,20,9.0,12,29.05,30,5.902078152728412,1,17,0.62,4.91,9.23,Chicago,Male,1,0
A0928,20,18.0,24,26.67,80,2.6592118750645204,1,21,0.62,10.85,3.26,Austin,Male,0,0
A0929,25,9.0,12,26.9,5,7.03952402923434,1,27,1.36,52.47,7.82,Austin,Male,0,0
A0930,22,5.0,6,14.52,93,1.656249738927012,0,1,1.99,75.84,2.46,San Francisco,Male,0,1
A0931,18,9.0,12,32.64,86,4.134800473306801,0,25,0.89,33.47,6.7,Austin,Female,1,0
A0932,17,5.0,6,29.6,81,4.14915706944059,0,10,0.87,37.91,3.24,New York,Male,1,0
A0933,25,9.0,12,37.45,64,2.1149860995837555,0,32,1.69,93.41,5.09,San Francisco,Male,1,1
A0934,16,9.0,12,30.94,29,2.519194043379918,0,32,1.34,21.3,6.74,San Francisco,Male,0,0
A0935,16,9.0,12,28.37,47,4.563014450053331,0,0,1.77,10.37,5.89,New York,Female,0,0
A0936,23,2.0,3,21.29,94,3.5299457756473887,1,7,1.35,34.34,5.76,San Francisco,Male,1,0
A0937,20,4.0,6,30.72,27,-0.5592328171307133,0,11,1.69,74.59,0.66,Chicago,Male,0,1
A0938,21,9.0,12,37.38,63,2.4513564472993536,0,17,2.18,62.61,2.49,Chicago,Female,1,1
A0939,27,18.0,24,18.57,46,4.247800713771198,1,5,0.89,41.58,5.72,San Francisco,Female,0,0
A0940,16,5.0,6,30.87,99,-0.4380786307367283,0,4,2.09,96.48,0.18,New York,Female,0,1
A0941,22,9.0,12,32.33,48,0.4766956013291052,0,7,0.65,73.5,2.51,Austin,Female,1,1
A0942,20,9.0,12,22.82,16,2.475457328280145,0,10,1.8,6.19,2.29,New York,Female,1,0
A0943,20,9.0,12,24.12,10,2.400201177958661,1,45,2.21,74.46,2.5,Chicago,Female,1,0
A0944,23,5.0,6,32.31,50,3.652824136220617,0,21,1.24,2.4,5.36,San Francisco,Female,1,0
A0945,17,9.0,12,18.67,16,5.920636996047666,1,8,1.82,65.03,5.82,New York,Female,1,0
A0946,22,4.0,6,33.5,67,5.292915233673847,0,0,1.26,21.05,9.09,Austin,Female,0,1
A0947,20,18.0,24,21.05,82,1.1764748290752611,0,2,1.79,69.64,3.86,Austin,Male,0,1
A0948,18,5.0,6,40.63,84,5.7970919301187545,0,9,0.37,30.98,9.27,Austin,Female,0,0
A0949,15,5.0,6,53.38,9,4.518413983644502,1,25,1.58,87.3,6.52,Austin,Male,0,1
A0950,24,2.0,3,21.39,81,6.634339449322692,1,7,1.7,33.69,9.13,New York,Male,1,1
A0951,19,5.0,6,35.34,90,5.589763942143669,1,11,2.17,61.97,8.33,Austin,Female,1,1
A0952,15,9.0,12,22.73,51,5.168055396514297,1,33,1.96,28.59,6.88,Chicago,Female,1,0
A0953,21,4.0,6,40.41,57,1.2404605758095557,0,36,1.42,91.72,3.56,Austin,Female,0,1
A0954,30,2.0,3,17.35,15,3.13076460407326,1,3,1.63,78.1,2.41,Chicago,Female,0,1
A0955,16,9.0,12,34.81,75,1.4718488216074312,0,0,0.78,24.33,2.22,New York,Male,0,0
A0956,18,2.0,3,21.27,58,7.781295831588127,1,5,2.32,94.88,9.52,Chicago,Male,0,1
A0957,23,2.0,3,27.93,58,7.055725346377703,0,17,1.85,35.72,9.59,New York,Female,1,1
A0958,20,18.0,24,19.69,17,5.531753219153783,0,45,0.57,65.19,7.25,Austin,Male,1,0
A0959,15,9.0,12,38.22,59,6.757767280232203,0,1,1.62,74.29,8.84,San Francisco,Female,0,1
A0960,13,18.0,24,21.63,60,6.880708560017314,0,0,1.66,2.29,9.19,Chicago,Male,0,0
A0961,23,18.0,24,35.52,37,4.226722759867544,0,32,1.11,95.9,5.12,Chicago,Male,0,1
A0962,23,9.0,12,26.56,90,5.732152530132431,1,20,1.55,34.44,6.29,San Francisco,Female,1,1
A0963,19,2.0,3,28.86,99,3.12952116970147,0,72,1.06,18.98,4.19,New York,Female,0,0
A0964,21,9.0,12,31.48,18,3.635003757588512,0,7,0.8,85.07,4.18,New York,Male,1,1
A0965,22,18.0,24,22.38,10,0.1762643057127732,1,8,1.19,70.29,0.38,Austin,Female,0,0
A0966,21,9.0,12,32.1,95,4.478117215449473,0,2,1.59,8.67,4.34,Chicago,Male,0,1
A0967,20,9.0,12,45.3,89,4.03460769794073,1,1,1.96,11.7,6.73,New York,Female,0,1
A0968,20,5.0,6,22.22,47,4.754940432910815,0,12,1.53,71.52,4.22,Austin,Female,1,0
A0969,28,18.0,24,41.72,97,6.063842049355657,1,6,1.97,7.48,8.72,New York,Female,0,1
A0970,19,9.0,12,44.98,42,0.9002248978819518,0,1,1.82,91.72,3.33,San Francisco,Female,0,1
A0971,14,18.0,24,21.84,56,1.059104414910789,0,32,0.98,74.15,1.33,San Francisco,Female,1,0
A0972,15,4.0,6,15.45,16,5.002948342525118,0,3,1.82,33.55,8.12,San Francisco,Female,0,0
A0973,16,5.0,6,33.02,61,5.558643548988725,0,20,1.83,36.29,6.74,Austin,Female,0,1
A0974,31,5.0,6,24.53,96,1.0413760206976088,1,4,2.37,50.65,2.42,Chicago,Male,0,1
A0975,21,9.0,12,48.69,55,3.30581656678522,0,25,1.71,36.1,5.36,San Francisco,Female,0,1
A0976,20,4.0,6,30.35,29,0.9244592690544686,0,1,0.88,78.35,4.02,San Francisco,Male,0,0
A0977,19,2.0,3,21.98,49,6.120693680750923,0,21,1.22,97.47,9.39,New York,Female,1,0
A0978,23,18.0,24,18.53,82,1.825120673371043,1,1,0.57,58.45,6.07,San Francisco,Male,0,1
A0979,18,2.0,3,40.9,8,-0.4779028234857234,0,8,1.76,44.6,1.58,Chicago,Female,0,0
A0980,20,18.0,24,24.29,57,4.274414656144296,1,19,2.33,22.28,5.02,Austin,Female,1,0
A0981,16,5.0,6,30.44,99,6.8268001586508325,0,2,0.3,65.34,8.63,San Francisco,Male,0,1
A0982,25,18.0,24,39.56,46,5.122457561784965,0,5,2.35,68.56,6.71,Austin,Female,0,1
A0983,19,9.0,12,25.16,20,4.927023856870786,0,30,1.75,68.52,8.42,Austin,Female,1,0
A0984,23,18.0,24,29.54,18,1.70228864385802,1,32,0.96,2.7,2.5,Chicago,Female,1,0
A0985,21,18.0,24,29.83,14,6.212397460909432,1,0,1.63,89.91,8.88,New York,Female,0,1
A0986,15,2.0,3,36.83,22,4.133635310807458,0,2,0.98,33.81,7.56,New York,Female,0,0
A0987,22,2.0,3,35.91,47,6.60639830176715,0,1,1.72,74.42,7.29,Austin,Male,0,1
A0988,24,5.0,6,27.8,66,3.306362290575671,1,2,1.53,75.98,3.47,San Francisco,Female,0,1
A0989,18,9.0,12,30.64,61,5.995035826170336,0,52,1.66,65.06,8.88,Austin,Male,1,1
A0990,23,18.0,24,26.28,95,4.49288583899453,0,12,1.04,39.49,6.38,New York,Male,1,0
A0991,24,9.0,12,15.22,96,6.172382807947552,0,9,1.11,60.84,8.52,San Francisco,Male,1,1
A0992,22,9.0,12,32.58,92,0.485265131575709,0,62,1.75,4.02,3.61,New York,Male,1,1
A0993,25,5.0,6,48.92,24,0.7748226174794031,0,12,1.25,76.19,1.46,Chicago,Male,0,1
A0994,13,18.0,24,21.16,99,1.6420157520022012,0,16,1.57,9.96,3.32,New York,Male,1,0
A0995,10,18.0,24,22.27,49,2.183379990105084,0,6,1.73,39.68,4.55,San Francisco,Male,1,0
A0996,21,5.0,6,21.29,31,3.449899707114045,1,7,1.39,10.36,5.33,San Francisco,Male,1,0
A0997,18,9.0,12,37.25,88,5.374686526849523,0,13,2.08,83.71,5.11,Austin,Female,1,1
A0998,20,2.0,3,34.48,47,4.46284286126701,1,1,1.41,55.03,5.46,San Francisco,Male,0,0
A0999,12,9.0,12,28.41,79,5.322821010217202,0,4,1.39,69.1,8.42,Chicago,Female,0,0
A1000,23,9.0,12,20.82,11,1.7625827813561583,1,3,1.18,68.26,1.7,New York,Male,0,0
